word,krl,sk,yi,lo,et,kru,ba,kff,lt,tg,pci,liv,bg,vep,el,ja,tr,za,nl,ta,cy,xub,lv,te,as,fy,hy,be,se,xmf,uk,oc,pl,sva,tcy,kxv,tl,tcx,fi,gd,en,id,la,hu,mk,zu,fr,sl,brh,lb,vot,he,kfe,sv,vro,pt,de,kfa,hi,ar,mn,kn,gl,br,kfb,th,af,my,bn,ml,ru,km,mt,ms,ku,fo,ca,yea,lzz,bfq,is,mjt,ug,ko,fa,ny,es,gv,ps,nn,cs,az,sa,ur,da,it,bo,gon,vi,ga,ro,ka,sq,gdb
wide,ˈlevei,,,kwaːŋ˥˧,ˈlɑi,,ˈkʲiŋ,,,,,ˈlɑigɑː,ʃiˈrɔk,ˈleved,,,vaːˈsiː,,,,ˈɬədan,,plats,,bɔ.ɦɔl,,lɑjn,ʂɨˈrokʲi,,pʰärtʰɛ,ʃeˈrɔkei̯,,ʂɛˈrɔ.kʲi,mäʃri,,,ma.ˈla.pad,,ˈleʋeæ,,waɪd,,ˈlaː.tus,ˈseːlɛʃ,,,laʁʒ,,,bʀeːt,ˈlɑdʲdʲɑ,,,viːd,ˈlɑkʲɑ,ˈlaɾ.ɡu,bʀaɪ̯t,,t͡ʃɔː.ɽɑː,waː.siʕ,ɵrɡəŋ,,,,,kwaːŋ˥˩.jaj˨˩,,t͡ɕɛ̀,,,ʂɨˈrokʲɪj,l̥h,,,,ˈpɹaijʊɹ,,,mbɔli,,ˈpreiːðʏr,,,nʌ̹ɭt͈a̠,,,ˈaɲ.tʃo,,,,ˈʃɪrokiː,,,,,ˈlarɡo,,,zəwŋ͡m˧˨ʔ,ˈl̠ʲahənˠ,larɡ,pʰärtʰɔ,ˈɟ͡ʝɛ.ɾə,
liver,ˈmɑksɑ,ˈpɛtʃɛɲ,,tap˦˥,ˈmɑks,umbalkʰo,bɑˈwɯ̞r,ka:dʒam,,dʒiɡær,taruṅg,ˈmɑksɑː,ˈtʃɛrɛn drɔp,ˈmɑks,,kã̠nd͡zo̞ː,kaɾadʒiːeɾ,tap˥,ˈleːvər,i:ɾaɭ,ˈavɨ̞,tədlə,aknas,ka:lejamu,,,ljɑɾtʰ,ˈpʲet͡ʂanʲ,,tʃχɔntʃχi,,,vɔnˈtrɔ.ba,qʼwiʒɛ,mannə,,,kuɖa:l,ˈmɑksɑ,,lɪvə(ɹ),ha.ti,ˈje.kur,ˈmaːj,ˈd͡ʒiɡɛr,ísiɓîːndi,fwa,ˈjèːtra,dʒagaɾ,ˈliəvɐ,ˈmɑksɑ,,i:ru,,ˈmɑsːsː,ˈfi.ɡɐ.du,ˈleːbɐ,tombe,,kab.ba.da,iɮəɡ,hīri,,ˈɑːvy,kaleja,tap̚˨˩,,ʔəθɛ́,,īral,ˈpʲet͡ɕɪnʲ,t̥ʰloem,,hati,,ˈliːvʊɹ,ˈfe.d͡ʒə,tombe,dʒigɛri,,ˈlɪːvʏr,tʃedɾo,,ka̠nd͡ʑa̠ŋ,dʒeɡæɾ,t͡ʃíˈw⁽ᵝ⁾i.ⁿdi,ˈiɡado,eːn,,ˈleːʋɛr,ˈjaːtra,,jɐ́.kr̩t̪,,leːvər,ˈfeɡato,,taɾki,ɣaːn˧˧,eː,,ʁvidzli,,taɖing
year,ˈvuozi,ˈrɔk,jɔʁ,piː˩˨,ˈɑːstɑ,,jɯ̞ɫ,,,,,ˈɑːigɑst̪,ɡɔˈdinə,ˈvozʲ,ˈxɾonos,nẽ̞ɴ,ˈjɯɫ,pi˨˦,jaːr,,,,,,bɔ.sɔɹ,iə̯r,tɑˈɾi,ɣot,ˈjahkiː,tsʼänä,,,rɔk,zæ,,,,,ˈʋuosi,,jɪə,,ˈan.nus,ˈeːv,,úɲâːɠa,a.ne,ˈlèːtɔ,,joː(e)ʀ,ˈvoːsi,ʃaˈna,,,ˈɑːsːtːɑkː,ˈɐ.nu,jaː(ɐ̯),,saːl,ʕaːm,,,,ˈblwaː,,piː˧,jɑːr,n̥ɪʔ,,,ɡot,c̥ʰnāṃ,ˈsɛnɐ,tahon,ˈsɑːl,ɔaːɹ,ˈaɲ,,tsʼänä,,auːr,,jil,ɲjʌ̹n,sɒːl,ˈt͡ʃa.ká,ˈaɲo,blʲeːnʲ,kɑl,oːr,rok,,,,,ˈan.no,*lo,,nam˧˧,bʲlʲiənʲ,an,tsʼɛli,,
knee,ˈpolvi,ˈkɔlɛnɔ,knɪ,,ˈpɤlʋ,muka,tuˈβɯ̞q,mo:ka:l,ˈkʲæ̌ːlʲɪs,zɔːnu,tūk,ˈpuːolɑ,koˈlʲano,ˈkomb,ˈɣɔnatɔ,çiza̠,,,kni,muḻaṅkāl,,mannga:lə,tsɛlis,mo:ka:lu,atʰu,,t͡suŋk,kaˈlʲena,,birguli,,(d)ʒeˈnul,kɔˈla.nɔ,kʰutʰul,meɳaka:ləganʈu,mendaja,,muʈʈi,ˈpolʋi,,niː,,ˈɡe.nuː,ˈteːrd,,íːdoːlo,ʒə.nu,kɔˈlèːnɔ,go:ɖ,knɜɪ̯,ˈpɤlvi,,mo:ga:l,,ˈpːɤlv,ʒu.ˈe.ʎu,kniː,maɳɖi,ɡʱʊʈ.nɑː,ruk.ba,owtəɡ,muṇakālo,ʃeˈonʎo̝,ˈɡliːn,muɖsu,kʰaw˨˩,,dú,ˈɦaʈu,muḻaṅkāl,kɐˈlʲenə,jṅ̥gṅ´,,lutot,,knɛaː,ʒəˈnoʎ,mu:leka:lə,burgili,muʈʈi,n̥jɛː,mu:ka,tiz,muɾɯp̚,zɒːˈnuː,ˈɓó.ⁿdo,roˈdiʎa,ɡlʲuːnʲ,,,ˈkolɛno,,d͡ʑɑ́ː.n̪u,,,dʒiˈnɔkkjo,,tongɾa,ʔɗəw˨˩ ɣoj˧˦,ɡl̪ˠuːnʲ,dʒeˈnunkʲ,muχli,,ʋangul
live,ˈelie,ˈʒic,,,ˈelɑmɑ,,,,ɡiˈʋæntɪ,,,ˈje̞lːɨ,ʒiˈvɛjə,ˈelædɑ,ˈzo,ikʲiɾɯ̟ᵝ,,,ˈleːvə(n),,bɪu̯,,dzîːvuôt,,,ˈlɪbjə,ɑpˈɾɛl,,ˈea̯lliːh(t),rinä,,,ʐɨt͡ɕ,lidrɛ,,,ma.ˈbu.hay,,ˈelæː,,lɪv,hi.dup,ˈwiː.woː,ˈeːl,,,vivʁ,ʒiˈʋeːti,,ˈliə̯vən,ˈelæː,,,leːva,ˈelæmæ,viˈveɾ,ˈleːbən,,d͡ʒina,ʕaː.ʃa,,,,,,miː˧.t͡ɕʰiː˧.wit̚˦˥,,,,,ʐɨtʲ,nau,ɛˁːʃ,hidop,,,ˈviw.ɾə,,skʰidälä,,ˈlɪːva,,,ˈsʰa̠ːɭda̠,,,biˈbiɾ,,,,ʒiːt,,d͡ʑíː.ʋɐ.t̪i,,leːvə,ˈvi.ve.re,,,səwŋ͡m˧˦,mˠaɾʲ,trəˈi,tsχɔvrɛbä,jɛˈtɔj,
walk,ˈkævelːæ,ˈiːsc,,ɲaːŋ˧˧,ˈkæimɑ,e:kʰna,,naɖam,ˈɛjːtʲɪ,ɡæʃtæn,tūk,ˈkæːd̪ɨ,ˈxɔdʲə,ˈkæveltæ,,a̠ɾɯ̟ᵝkɯ̟ᵝ,,,ˈloːpə(n),naɖə,ˈkɛrðɛd,naɖi,iɛ̂t,naɖutʃu,kʰʊz.kaʴɦa,,kʰɑjˈlɛl,,,gilulä,,,iɕt͡ɕ,lizɛläl,naɖapaɾa,,,naɖaɾɾə,ˈkæʋelːæ,,wɔːk,,ˈɡra.di.or,ˈjaːr,ˈɔdi,,maʁ.ʃe,,tʃeɾɾing,ˈɡo.en,ˈtʃæymæː,,naɖʋu,ɡoː,ˈkːæymæ,ɐ̃.ˈdaɾ,ˈlaʊ̯fən,naɖa,ʈɛːʱl.nɑː,ma.ʃaː,,naɖə,,,naɖus,dɤːn˧,lʊəp,ʃaʊʔ,,naɖakkuga,xɐˈdʲitʲ,ṭoer,,,,,kə.miˈna,naɖa,gɔlvä,naɖəʋadə,ˈkauŋka,he:kpo,,ˈkɘːt̚t͈a̠,,,kamiˈnaɾ,,,,jiːt,jeriˈmæk,,,ɡɔː,kammiˈnare,*ɡom.pa.rɡʲak,taka,ʔɗi˧˧,ʃuːlʲ,ˈmer.d͡ʒe,siäruli,ˈɛtsi,tukud
stand,ˈseisuo,ˈstaːc,,,ˈseismɑ,idʒdʒna,,nilla,,,nilp,ˈpiːlɨ,,ˈseiʃtɑ,ˈstekome,ta̠t͡sɨᵝ,,,staːn,nil,ˈsɛvɨ̞ɬ,ə:ɭ,stāːvɛ̂ːt,niltʃonu,tʰiɔ ɦʊa,ˈsteən,kɑŋɡˈnɛl,,,gɛrinä,,,stat͡ɕ,lignɛ,untaɾa,,,mukkaɖuɾil,ˈseisoɑ,,stænd,,stoː,ˈaːlː,,,ɛ.tʁə d(ə).bu,,saling,ˈʃtoːən,ˈsɤizoɑ,(ʕ)amad,ninnatukə,,ˈsːɑisːmɑ,pɨɾ.mɐ.nɨ.ˈseɾ,ˈʃteː.ən,nində,,wa.qa.fa,t͡sɔɡsəx,nintiko,,,ni:ma:n,jɯːn˧,,jaʔ,d̪aɽano,nilkuga,stɐˈjætʲ,jʰr,,,,,,nindʒo,dɔdginu,nippə,ˈstanta,hilpo,,sʰʌ̹da̠,iːstʰɒːˈdæn,,,,,,staːt,daˈjɑnmɑχ,,,,,,nil,ʔɗɨŋ˧˦,ʃasˠ,,dgɔmä,ri,tukud
ice,ˈjæː,ˈʎat,,,ˈjæː,,bʊ̞ð,,,,,ˈje̞i,lɛt,ˈjæ,ˈpaɣos,⟨ko2pori⟩,ˈbuz,,ɛi̯s,,jaː,,lædus,,,iːs,sɑˈrujt͡sʰ,lʲot,ˈjie̯tɲa,ʔini,,,lut,kʼwärɛm,,,ˈje.lo,,ˈjæː,,aɪs,,ˈɡla.ki.eːs,ˈjeːɡ,mras,íːǃʰwa,ɡlas,ˈléːt,,æi̯s,ˈʝæː,,,,ˈijæ,ˈʒe.lu,aɪ̯s,,,d͡ʒa.liːd,mos,,ˈʃe.ʊ,,,nam˦˥.kʰɛŋ˩˩˦,ə̟i̯s,jèɡɛ́,bɔrɔf,,lʲɵt,dẏkkk,θ,aes,,ˈʊiːsʊɹ,ˈʒɛl,,buzi,,iːs,,,ʌ̹ɾɯm,jæx,,ˈɟ͡ʝelo,,,iːs,lɛt,,,,iːs,ˈɡjat.t͡ʃo,,,ʔɓaŋ˧˧,əiɾʲ,,qʼinuli,,
near,ˈlæsːæ,,,,ˈlæhedɑl,,jɑ.ˈqɯ̞n,,,,,ˈle̞ʒgɨl,ˈblizək,ˈlæz,,,jaˈkɯn,,,,,,,,,,mɔt,ˈblʲiskʲi,,χɔlɔ,,,ˈblʲis.kʲi,pʰɛdiä,,,,,ˈlæhelːæ,dɫ̪uː,nɪə(ɹ),dəkat,proˈpin.kʷus,ˈkøzɛl,,,pʁɛ,,,,ˈlitʃi,,,,ˈlæhkːyn,ˈpɛɾ.tu,naː,,,qa.riːb,,,,,,klaj˥˩,,ní,,,ˈblʲiskʲɪj,jit,ʔriːp,dəkat,,,,,χɔlɔs,,,,,ka̠k͈a̠p̚t͈a̠,næzˈd̪iːkʲ,,ˈθerka,,niɡˈde,næːr,ˈbliːskiː,jɑχˈɯn,,,nɛːr,viˈtʃino,,,ɣən˨˩,d̪ˠlˠuː,a.ˈpro̯a.pe,äχlɔ,,
when,ˈkonsɑ,,,mɯa˧˧,ˈmilːɑl,,ˈqɑsɑn,,kɐˈdɐ,,,ˈkunɑː,,ˈkonz,ˈpote,nã̠ɲ̟d͡ʑi,,,ʋɑˈneːr,,prɨːd,,,,kɛ.tia,,jɛɾpʰ,,,muʒäms,kɔˈlɪ,,ˈkʲɛ.dɨ,ʃɔmä,,,,,ˈkoskɑ,,ʍɛn,ka.pan,ˈkʷan.doː,ˈmikor,ˈkɔɡa,,kɑ̃,ˈɡdàːj,,,ˈkɤnz,maˈtaj,,,ˈkːunɑ,ˈkwɐ̃.du,van,,kəb,ma.taː,,,,,,mɯa̯˥˩,,bɛ̀dɔ̰,kɒ.kʰɒn,,kɐɡˈda,ʾṅ̥kāl´ṇā,,bi.lə,,,ˈkwan,,mundɛs,,,,,ˈɘːnd͡ʑe̞,kʰej,,ˈkwando,,,,ɡdɪ,ˈhɑt͡ʃɑn,kɐ.d̪ɑ́ː,,vɔrnɔːr,ˈkwando,,,xi˧˧ naːw˨˩,kəˈhɪnʲ,kɨnd,rɔdis,,
split,ˈhɑlːɑtɑ,,,,ˈlɤhestɑmɑ,,,,,,,ˈloːgst̪ɨ,,ˈhɑugoidɑ,,ɰᵝa̠ɾɯ̟ᵝ,,,,,,,,,pʰal,,,,,rtʰuälä,,,ˈd͡ʑɛ.lʲit͡ɕ,lirdɛ,,,,,ˈhɑlkɑistɑ,,splɪt,,ˈskin.doː,ˈhɒʃiːt,,,fɑ̃dʁ,,,,ˈhɑlkɤɑ,,,deːla,ˈlɑhkːi ɑjɑmɑ,pɐɾ.ˈtiɾ,ˈʃpaltn̩,,,qa.sa.ma,,,,,,,,kʰwɛ́,,,rəɕːɪˈplʲætʲ,,,,,,pəɾˈti,,ɔrtʰu,,ˈkʰlɔpna,,,,,,parˈtiɾ,,,,,,,,,ˈfɛndere,,,t͡ɕɛ˧˩,,,qʼɔpʰä,,
moon,ˈkuː,ˈmɛsi̯at͡s,,,ˈkuː,tʃando,ɑj,sanɖama:ma,mʲeːˈnʊlʲɪs,,neliñ,ˈkuː,luˈna,ˈku,,ta̠iĩɴ,aj,ɣoːŋ˧ ɗɯːn˨˦,maːn,cantiraṉ,ˈɬeɨ̯ad,pəɾi,,tʃendɾuɖu,zʊn,ˈmwanə,luˈsin,,ˈmaːnnuː,tʰutʰä,,ˈlyno,ˈkɕɛŋ.ʐɨt͡s,dɔʃdul,tʃendɾe,lendʒu,,nila,ˈkuː,,muːn,bu.lan,ˈluː.na,ˈhold,,íɲaːnɡá,lyn,ˈlùːna,ʈu:be,,ˈkuː,jaˈʁɛaχ,nelavə,ˈmoːˌnɛ,ˈkːuː,ˈlu.ɐ,moːnt,tʃendɾa,t͡ʃɑːnd̪,,sar,candra,ˈluɐ,,nela,t͡ɕan˧,,la̰,,tʃendɾan,lʊˈna,lokkʰae,ˈʔaːmɐr,bulan,,ˈmɔanɪ,ˈʎu.nə,nilatʃi,tʰutʰä,tinguʋa,tʰuŋl,bilpdu,,ta̠ɭ,,ˈmʷe.zí,ˈluna,eːs,spoʐˈməi,,ˈmjɛsiːt͡s,,t͡ɕɐn̪.d̪ɽɐ́,,,ˈlu.na,*zla.ba,dʒango,,ɟəˈl̪ˠɑx,ˈlunə,mtʰvärɛ,hənə,neling
far,ˈetæhænæ,,,,ˈkɑugel,,ɑˈɫɯ̞θ,,,,,ˈkougɨn,dəˈlɛtʃɛn,ˈedɑhɑn,makriˈa,,uˈzac,,vɛr,,pɛɬ,,tâːls,,,,hɛˈru,daˈlʲokʲi,,ʃɔri,,,daˈlɛ.kʲi,dʒwɛdiä,,,,,ˈkɑukɑnɑ,,fɑː,,ˈpro.kul,ˈmɛsːɛ,,,lwɛ̃.tɛ̃,ˈdàːlɛtʃ,,,ˈkɑukɑlːɑ,ʁaˈχɔk,,,ˈkːɑvːɤn,ˈlõ.ʒɨ,fɛʁn,,d̪uːɾ,ba.ʕiːd,χɔɬ,,,,,klaj˧,,wékwà,,,dɐˈlʲɵkʲɪj,c̥ʰṅāy,,d͡ʒaoh,,,ʎuˈɲa,,mɛndrä,,,,,,,,,,ˈləre,,ˈdalɛkiː,uˈzɑχ,,,,lonˈtano,,,saː˧˧,ˈfˠɑd̪ˠə,deˈpar.te,ʃɔri,,
fall,ˈkirvotɑ,,,,ˈkukːumɑ,,,,,,,ˈsɑd̪ːɨ,ˈpad̪əm,ˈkirbotɑ,,ot͡su,,,ˈvɑlə(n),,ˈsərθjɔ,,,,pɔ.ɹa,,əŋkˈnɛl,,,dɔntʰχäpʰä,ˈpadatɪ,,ˈspa.dat͡ɕ,liwɛχ,,,,,ˈpudotɑ,t̪uʰtʲ,fɔːl,,ˈka.doː,ˈɛʃik,,,tɔ̃.be,ˈpaːsti,,,ˈlɑngɤtɑ,,,falːa,ˈsːɑtɑmɑ,kɐˈiɾ,ˈfaln̩,,ɡɪɾ.nɑː,wa.qa.ʕa,ʊnəx,,,,,tok̚˨˩,fal,t͡ɕa̰,ˈpɔɽa,,ˈpadətʲ,d̥ʰlāk´,,,ˈkɛtɯn,fatl,ˈkaw.ɾə,,gɛntʰχinu,,ˈfatla,,,nʌ̹mʌ̹d͡ʑida̠,oftʰɒːˈdæn,,kaˈeɾ,,,,ˈpadat,dyʃˈmæk,pɐ́.t̪ɐ.t̪i,ɡɪrˈna,,kaˈdere,,,ŋaː˦ˀ˥,tʲɪtʲ,kəˈde̯a,dätsɛmä,ˈbiɛ,
egg,ˈmunɑ,ˈvajt͡sɛ,,kʰāi,ˈmunɑ,bi:,kʏˈkæj,gaɾbam,,tuxm,tūk,ˈmunɑː,jəiˈt͡sɛ,ˈmunɑ,ta.oˈa,ta̠ma̠ɡo̞,jumuɾˈta,kʲai˧˥,ɛi̯,muʈʈe,uːɨ̯,mujɾgi,uōla,guɖɖu,kɔ.ni,aːi̯,d͡zu,ˈjajka,ˈmonniː,märkʰväli,,,ˈja.jɔ,ləgrɛ,ketti,tala,ʔitˈloɡ,muʈʈe,ˈmunɑ,u,ɛɡ,,ˈoː.wum,ˈtojaːʃ,ˈjajt͡sɛ,íːǃaːndá,œf,ˈjàːjtsɛ,xuahae,e,ˈmunɑ,,mooʈə,ɛɡː,ˈmunɑ,ˈo.vu,aɪ̯,muʈʈe,ən.ɖɑː,,,moʈʈe,ˈɔ.βʊ,,sanku,kʰaj˨˩,ˈəiər,ʔṵ,ɖim,muʈʈa,(j)ɪjˈt͡so,s′ut,ˈbɐjdɐ,təlo(r),,ɛkː,ˈɔw,muʈʈe,mäkʰväli,moʈʈe,ˈɛkː,ɾaɾapa:ndu,,ta̠ɭɡja̠ɭ,t̪ʰoχm,ˈd͡zi.ɽa,ˈwebo,au,həɡəi,ɛɡː,ˈvɛjt͡sɛ,jumurˈtɑ,,,ɛːɡ,ˈwɔ.vo,*zɡoŋ.ŋa,mi:ndʒ,t͡ɕɨŋ˧˦,uː,ow,kʼvɛrtsχi,,kaɾbə
turn,ˈkiændiæ,,,,ˈpøːrɑmɑ,,,,,,,ˈkiːe̞rɨ,,ˈkæroutɑ,,,dœnmec,,ˈdraːi̯ə(n),,,,,,,,ʃəɾdʒˈvɛl,,,rtʰäpʰä,,,,lisipʼ,,,,,ˈkæːntyæ,,tɜːn,,ˈwer.toː,ˈforoɡ,,,tuʁ.ne,,,,ˈtʃæːntæː,,,,ˈkːæːntmæ,,ˈdʁeːən,,,,,,,,,mun˩˩˦,,l̥ɛ̰,,,vrɐˈɕːat͡sːə,,,,,,ʒiˈɾa,,ɔkʰtʰu,,,,,ˈto̞ːɭda̠,ɡæʃtæn,,xiˈɾaɾ,,tɑwaˈwəl,,ˈtot͡ʃɪt,,,,drajə,dʒiˈrare,,,,kɑsˠ,,tʼriäli,,
animal,ˈelætːi,ˈʒivɔt͡ʃiːx,,sat˦˥,ˈloːm,,χɑjˈwɑn,,ɡʲiːˈʋuːnɐs,,,ˈje̞lɑi,ʒiˈvɔtno,ˈʒivɑt,ˈzo.o,do̞ːbɯ̟ᵝt͡sɨᵝ,hajˈvan,,dir,,aˈnɪvai̯l,,dzîunìɛks,,,,kɛntʰɑˈni,,,tsχɔvɛli,tʋɐˈrɪnɐ,,ˈzvʲɛ.ʐɛ,tsχɔwɛl,,,,,ˈelæin,,ˈænɪməl,,ˈa.ni.mal,ˈaːlːɒt,ʒiˈvɔtnɔ,isílwaːne,a.ni.mal,ʒiˈʋáːw,,dei̯(e)ʀ,ˈʒivɤtːɑ,,,jʉːr,ˈelːæi,ˌɐ.ni.ˈmaw,tiːɐ̯,,pə.ʃuː,ħa.ja.waːn,,,,ˈlo.ɛ̃n,,sat̚˨˩,,təɹeɪʔsʰàɴ,,,ʐɨˈvotnəjə,st̥v,,binataŋ,,t͡ʃɔuːr,ə.niˈmal,,häjväni,,tiːr,,,ˈto̞ːŋmuɭ,dʒɒːnˈvæɾ,ˈɲa.ma,aniˈmal,,,,ˈʒɪvot͡ʃɪx,,pɐ́.ɕu,,dyːr,aniˈmale,*sems.t͡ɕan,,tʰu˧˦ vət̚˧˨ʔ,anʲəvʲiː,a.niˈmal,tsχɔvɛli,,
warm,ˈlæmːin,ˈcɛpliː,,,ˈsoe,udum,jɯ̞.ˈɫɯ̞,ʋe:ɖ,ˈʃʲɪltɐs,,tūk,ˈle̞m,ˈtɔpəl,ˈlæm,ze̞ˈsto̞s,a̠ta̠ta̠ka̠i,ɯˈɫɯk,,ʋɑr(ə)m,ʋedəʋedəppə,,su:ɖə,sīlts,ʋetʃtʃa,,vaːrm,d͡ʒɛɾm,ˈt͡sʲopɫɨ,,tʼibu,,,ˈt͡ɕɛ.pwɨ,tʼɛbdi,betʃtʃa,,,kortilije,ˈlæmːin,,wɔːm,,ˈka.li.dus,ˈmɛlɛɡ,,,ʃo,ˈtɔ̀ːpəw,ba:sun,vaːʀm,ˈlæmːiː,,bʰulo:gam,varm,ˈlæmːi,,vaʁm,bekke,,daː.fiʔ,,betʃtʃage,ˈkɛnt̪ɪ,,ʋekka,ʔun˨˩,,pù,,uṣṇa,ˈtʲɵplɨj,k̥ṭau,,haŋat,,,kəˈlent,bekki,tʼibu,uppekke,,kuɖni,,t͈a̠t͈ɯtʰa̠da̠,ɡʲæːɾm,,kaˈljente,,,,ˈtɛpliː,iɫɯχ,,,,ˈkaldo,,ka:sta,ʔəm˧˦,tʲɛ,kald,tʰbili,,ʋeʈal
some,ˈmonies,ˈɲi̯ɛkɔʎkɔ,,,ˈmɤni,,,,,,,ˈmuːnd̪ɑ,,ˈerɑz,,,,,ʋɑt,,,,,,,,,,,nämtʰinɛ,ˈkilʲka,,ˈtrɔ.xɛ,ɛrχi,,,,,ˈjokin,,sʌm,,,,,,dy,,,,ˈmɤni,,,ˈnoːˌ(ɡ)ra,ˈmɤni,al.ˈɡũʃ,,,t̪ʰoɽaː,,,,,,,baːŋ˧,,tət͡ɕʰo̰,,,nʲɪˈmnoɡə,,,,,,,,bäzi,,,,,mjʌ̹t̚,,,,,,,ˈɲɛkolɪk,,,,noən,,,,mot̚˧˨ʔ ʔit̚˧˦,ɾˠəɪn̠ʲtʲ,,zɔgi,,
freeze,ˈjiædyø,,,,ˈkylmumɑ,,,,,,,ˈkilmɨ,,ˈjædudɑ,,,,,bəˈvrizə(n),,,,,,,,,,,ʔinuä,,,zaˈmar.zat͡ɕ,likʼwrɛmi,,,,,ˈjæːtyæ,rˠɔː,ˈfɹiːz,,ˈɡe.loː,,,,ʒə.le,,,ˈfʀei̯ʀen,ˈʝæːtyæ,,,,ˈkːylmæmæ,ʒe.ˈla(ɻ),ɡəˈfʁiːʁən,,d͡ʒəm.nɑː,,,,ʃeˈaɾ,,,kʰɛŋ˩˩˦,,,,,zəmʲɪrˈzatʲ,,,,,,,,ɔqʼinu,,ˈfrjouːsa,,,ˈɘːɭda̠,,,eˈlaɾ,,,,ˈzmr̩zˌnɔʊ̯t,,,,,dʒeˈlare,,,ʔɗawŋ͡m˧˦ ʔɓaŋ˧˧,,,gäqʼinvä,,
give,ˈɑntuɑ,,,mɔːp˥˦,ˈɑndmɑ,tʃihna,,i:m,ˈduɔtʲɪ,dɔːdæn,cī,ˈɑnd̪ɨ,ˈdavəm,ˈɑntːɑ,,*ataperu,veɾ.mec,haɯ˥,ˈɣeːvə(n),kuɖə,r̥ɔi̯,koɖ,duôt,itʃtʃu,,jaːn,tɑl,,,mɛtʃämä,,,ˈda.vat͡ɕ,lihwdi,koɾo,taa,,ittʃadta,ˈɑntɑː,,ɡɪv,bəri,doː,ˈɒd,,,dɔ.ne,ˈdati,tinning,,ˈɑnːɑː,,tej,jeː,ˈɑntmɑ,ˈdaɾ,ˈɡeːbən,koɖi,d̪eː.nɑː,ʔaʕ.tˁaː,oɡəx,koɖu,,ˈrɛĩ,si:ta:n,haj˥˩,,pé,,koɖukkuga,dɐˈvatʲ,o̥y,,bəri,,t͡ʃeːʋa,doˈna,koɖu,mɛtʃämu,koɖu,ˈcɛːva,tʃiba:h,,t͡ɕuda̠,d̪ɒːˈd̪æn,ˈpa.t͡sa,ˈdaɾ,,,,ˈdaːvat,verˈmæk,,d̪ena,ɡiː,ˈda.re,,hi,t͡ɕɔ˧˧,ˈt̪ˠuːɾʲ,da,mitsɛmä,,tʃi
wing,ˈsiːbi,ˈkriːdɫɔ,,,ˈtiːb,,qɑˈnɑt,,,bɔːl,,ˈt̪iːbɨz,kriˈlɔ,ˈsuːg,,t͡sɨᵝba̠sa̠,,fɯːt˧,,,ˈadai̯n,,spàːɾns,,dɛu.ka,,tʰɛv,krɨˈɫo,ˈsoɑ̯ɟɟiː,suä,,,ˈskʂɨ.dwɔ,kʼäbərdʒ,,,,,ˈsiːpi,,wɪŋ,,ˈaː.la,ˈsaːrɲ,,íːpʰiːɠo,ɛl,ˈkrìːlɔ,,,ˈsiːpi,kaˈnaf,,ˈvɪŋˌɛ,ˈsːiːp,ˈa.zɐ,ˈflyːɡl̩,,,d͡ʒa.naːħ,,,aː,ˈas.kɛl,,piːk̚˨˩,,ʔətàʊɴ,,,krɨˈlo,s̥lāp,ˈd͡ʒwɪːnɐħ,,,ˈvɔŋkʊɹ,ˈa.lə,,msvä,,ˈvaiŋkʏr,,,na̠ɭɡe̞,bɒːl,ˈpʰi.ko,ˈala,ˈskiːən,,,kr̝̊iːdlo,ɡɑˈnɑd,,,,ˈala,,,kajŋ̟˧˦,ˈʃcɪhɑːn,,pʰrtʰä,kɾa,
green,ˈvihrie,ˈze̞.ɫe̞.niː,ɡʁin,,ˈroheline,haɾija:ɾ,jæˈʃɪ̞l,patʃtʃa,,,pay,ˈoːʎɑz,zɛˈlɛn,ˈvihɑnd,ˈpɾasinos,mʲido̞ɾʲi,jeˈʃil,,ɣrun,patʃtʃə,ɡwɨ̞rð,passla:ngi,zaʎʃ,patʃtʃa,xɛu.zia,ɣriə̯n,kɑˈnɑt͡ʃʰ,zʲaˈlʲonɨ,,tsʼvänɛ,zeˈlɛnei̯,ˈbert,ʑɛˈlɔ.nɨ,jərʒi,patʃtʃe,a:kupatʃtʃa,,patʃtʃai,ˈʋihreæ,ˈuəɲə,ɡɹiːn,,ˈwi.ri.dis,ˈzøld,,,vɛʁ,zɛˈlɛ́n,guanakki,ɡʀeŋ,ˈrohoin,jaˈʁok,patʃtʃə,ɡrøːn,ˈrohilinɤ,ˈveɾ.ðɨ,ɡʁyːn,patʃtʃe,ɦə.ɾɑː,ʔax.dˁar,,hasiru,ˈbeɾðe̝,,niguɾ,kʰia̯w˩˩˦,,séɪɴ,,patʃtʃa,zʲɪˈlʲɵnɨj,paitṅ,ˈɐħdɐr,hid͡ʒau̯,,,ˈvɛɾt,patʃtʃe,χäntʃʼɛni,patʃtʃe,kraitn,ɾanalo,jeˈʃil,no̞ks͈e̞k̚,sæbz,,ˈberde,,zərˈɣun,,ˈzɛlɛniː,jɑˈʃɯɫ,,,ɡrœn,ˈver.de,*ld͡ʑaŋ.kʰu,patʃtʃad,maw˨˩,ɡlˠasˠ,ˈver.de,mtsʼvänɛ,ˈɟɛlbəɾ,tukud
