word,bg,gon,ml,et,yea,vi,zu,ur,sl,en,gl,sq,kxv,he,gv,fa,kru,ko,my,ny,fi,ca,ta,tg,fy,az,krl,za,lzz,kfa,fr,is,vot,lb,kfe,as,nl,pl,ug,uk,cs,oc,nn,ru,la,th,mn,sv,mk,bfq,ba,mt,tr,pci,hy,pt,vep,br,xmf,hu,sk,ka,tl,ar,ps,bo,lo,kn,lv,cy,da,mjt,gdb,xub,brh,es,lt,hi,ku,af,ms,gd,tcy,id,kff,liv,tcx,de,ja,se,it,sa,km,fo,vro,be,ga,yi,ro,el,sva,kfb,bn,te
cloud,,mabbu,mekʰam,ˈpilʋ,mo:ɖa,məj˧˧,íːfu,meːɡʱ,ɔˈbláːk,klaʊd,,,ha:gu,(ʕ)aˈnan,,(ʔ)æbɾ,bada:li,kuɾɯm,tèɪɴ,mˈta.ᵐbo,ˈpilʋi,,me:gam,,,,ˈpilvi,fɯ˥,pʼulä,mo:ɖa,ny.aʒ,sciː,ˈpilvi,ˈvolək,me:gam,daɔɹ,ʋɔlk,ˈxmu.ra,,,mrak,,ʃyː,ˈobləkə,,meːk̚˥˩,,,,mandʒu,bʊ̞ˈɫʊ̞t,ˈsħaːbɐ,buˈɫ̩ut,malgur,ɑmp,ˈnu.vɐj̃,ˈpilvʲ,ˈku.mul,munäpʰä,ˈfɛlɦøː,,ʁrubɛli,,sa.ħaː.bah,,*sprin.pa,mêːk,mēgha,,ˈkʊmʊl,,badli:,tukud,mo:ɖə,dʒammaɾ,,,meːɡʱ,,vɔlk,a.wan,ɲiaɫ̪,mo:ɖa,,mabbu,ˈpiːlɑ,me:gam,ˈvɔlkə,⟨kumo1⟩,ˈpalːva,ˈnu.vo.la,mɐj.ɡʱɐ́,bbk,skʊt͡ʃː,ˈpːilv,ˈxmara,ˈsˠkamˠəl̪ˠ,,nor,ˈsinɛfɔ,mɛrɛ,a:bar,,me:gʰamu
fruit,plɔt,,,ˈʋili,,kwaː˧˩,isítʰeːlo,pʰəl,ˈsáːdɛʃ,fɹuːt,ˈfɾojta̝,,,pʁi,meːs,miːve,,ˈkwa̠ːiɭ,ʔəθí,t͡ʃiˈpá.t͡so,ˈhedelmæ,,,mevæ,,mɛjvæ,ˈfrukt,maːk˧˥,χilä,,fʁɥi,ˈauːvœxstʏr,ˈviʎːɑ,,,,vrʏxt,ˈɔ.vɔt͡s,,,ˈovot͡sɛ,,,plot,ˈfruːk.tus,luːk̚˥˩,ur,ˈfrɵkt,,,jɪ̞ˈmɪ̞ʃ,,,,pəˈtuʁ,ˈfɾu.ta,ˈplod,fʁwɛs,χili,ˈɟymølt͡ʃ,ˈɔvɔt͡si̯ɛ,χili,,faː.ki.ha,,*ɕiŋ.tok,,,âwɡlis,fruːɨ̯θ,frɔɡt,,,,,ˈfɾuta,ˈvai̯sʲʊs,pʰəl,,,buah,,,,,ˈviːʎɑ,,fʁʊxt,,,ˈfru.tːo,pʰɐ́.l̪ɐ,p̥ʰlaejʰoe,,ˈvili,,ˈt̪ˠɔɾˠə,fʁʊχt,,,χil,,pʰɔl,
smoke,,poja,puka,ˈsuits,poge,xɔj˧˦,íntuːtʰú,d̪ʱuã,ˈdím,sməʊk,ˈfume̝,,,,ˈd͡ʒeːax,,mosaga,ˈjɘːnɡi,ʔəkʰó,ˈu.t͡sí,ˈsɑʋu,ˈfum,pukai,,,tysˈty,ˈsɑvu,,kʼɔmä,poge,fy.me,ˈreiːkʏr,ˈsɑvːu,damp,pegu,,roːk,dɨm,,dɪm,diːm,,,dɨm,ˈfuː.mus,kʰwan˧,ʊtʰa,,,hoge,tʏ̞.ˈtʏ̞n,,,tūk,t͡suχ,ˈfu.mu,ˈsɑvu,,kʼumä,ˈfyʃt,ˈdim,bɔli,,du.xaːn,d̪od̪,*du.ba,,hoge,,muːɡ,røj,mo:ha,poa:g,pəggi,mo:ʃ,ˈumo,,d̪ʱuː.ɑ̃ː,,,asap,t̪ɔʰtʲ,poga,,kumpo:ɖ,ˈsov,pukuɖti,ʁaʊ̯x,keburi,ˈsuo̯vva,,d̪ʱuː.mɐ́,p̥ʰsaeṅ,ˈɹɔiːjkʊɹ,ˈsːɑu,dɨm,ˈdʲat̪ˠəx,,,kaˈpno̞s,zinqʰ,pog,,poga
tongue,ɛˈzik,ʋendʒeɾ,na:kə,ˈkeːl,na:ʋu,lɨəj˦ˀ˥,ûːlîːmi,dʒiːbʱ,ˈjɛ̀ːzik,tʌŋ,,ˈɟʑuhə,ʋenɖa:ɾu,laˈʃɔn,ˈtʃɛnʲə,zæˈbɒ(ː)n,takkha,çjʌ̹,ʃà,ɽiˈɽí.me,ˈkieli,ˈʎəŋ.ɡwə,na:kkə,zæˈbɔːn,,dil,ˈkieli,lin˦˨,nɛnä,na:ʋu,lɑ̃ɡ,ˈtʰuŋka,ˈtʃeːli,t͡soŋ,na:lgə,zi.bʱa,tɔŋ,ˈjɛ̃.zɨk,,jɐˈzɪk,ˈjazɪk,ˈleŋɡo,,(j)ɪˈzɨk,ˈlin.ɡʷa,lin˦˥,xiɮ,ˈtɵŋˌa,ˈjazik,na:lange,tɪ̞l,,ˈdil,nevãḍ,lɛˈzu,ˈlĩ.ɡwɐ,ˈkelʲ,ˈtɛwt,ninä,ˈɲɛlv,ˈja.zik,ɛnä,ˈdi.laʔ,li.saːn,ˈʒəbə,*lt͡ɕe,,na:lige,mɛ̀ːlɛ,ˈtavɔd,tɔnɡə,taɖta,na:ng,nelgi,duʋi:,ˈlenɡwa,,dʒiːbʱ,ˈzɯmɑːn,,lidah,tʰʲɛŋɡə,na:la:ji,,na:like,ˈke̞ːʎ,no:f,ˈtsʊŋə,ɕi̥ta̠,ˈɲuo̯vtt͡ʃa,ˈliŋ.ɡwa,d͡ʑiɦ.ʋɑ́ː,ʾṇ̥ṭāt,ˈtʰʊŋka,ˈkːiːl,jaˈzɨk,ˈtʲaŋə,tsʊŋ(ɡ),ˈlimbə,ˈɣlosa,nin,na:lka,,na:luka
thick,dɛˈbɛl,,,ˈpɑks,,zaj˨˩,,,ˈdɛ̀ːbɛw,θɪk,,,,,,,,tuk͈ʌ̹p̚t͈a̠,tʰù,,ˈpɑksu,,,,,,ˈpɑksu,,pʼɛdʒi,,e.pɛ,ˈθjɛhtʏr,ˈpɑksu,,,,dɪk,ˈɡru.bɨ,,,ˈtlustiː,,çʊkː,ˈtolstɨj,ˈkras.sus,naː˩˩˦,t͡sʊt͡saŋ,ɕɔk,,,qɑˈɫɯ̞n,,,,hɑst,iʃ.ˈpe.su,ˈpɑks,,ʃχu,ˈvɒʃtɒɡ,ˈtɫ̩stiː,skʰɛli,,sa.miːk,ɖaˈbəl,,,,,teːu̯,tyk,,,,,ˈɡɾweso,,,,,,tʰʲu,,,,ˈjɑmd̪i,,dɪk,,,ˈspes.so,,juk,t͡ʃʰʏʰkːʊɹ,ˈpːɑkːsː,ˈtou̯stɨ,tʲuː,,ɡros,,sgɛl,,,
come,,ʋa,ʋaɾuga,ˈtulemɑ,ba:,laːj˧˨ʔ,za,an̪a,ˈprìːti,kʌm,,,,,,ɒːmæˈd̪æn,baɾna,o̞da̠,là,,ˈtulːɑ,vəˈni,ʋa:,ɔːmædæn,,,ˈtulːɑ,tau˥,mɔlvä,ba:,və.niʁ,ˈkʰɔːma,ˈtulɤɑ,,bʰulo:gam,aʱ,ˈkoːmə(n),pʂɨˈxɔ.d͡ʑit͡ɕ,,,ˈpr̝̊ɪxaːzɛt,,,prʲɪxɐˈdʲitʲ,ˈwe.ni.oː,maː˧,irəx,ˈkɔmːa,,pappa,,,ɡælˈméc,ver,ɡɑl,ˈviɾ,ˈtuldɑ,,mɔulä,ˈjøn,,mɔsvlä,pu.mun.ˈta,d͡ʒaː.ʔa,rɑˈt̪ləl,*joŋ,maː˦˥,baru,nāːkt,doːd,kɔmə,baɾəa:,ʋa,ba:ɾ,banning,beˈniɾ,ɐˈtʲɛjːtʲɪ,ɑːn̪ɑː,ˈhɑːtɯn,kɔm,dataŋ,hikʲ,baɾaɾa,da.taŋ,ʋa,ˈt̪uːld̪ɑ,pa:ɾti,ˈkɔmən,kɯ̟ᵝɾɯ̟ᵝ,,veˈnire,,mk,,ˈtːulɤmɑ,,t̪ˠaɾˠ,ˈkʊmən,veˈni,ˈeɾxome,liqʰɛd,ʋa,,ʋatʃtʃu
push,,,,ˈtɤukɑmɑ,,so˧˧,,,,pʊʃ,,,,,,,,miɭda̠,tʊ́ɴ,,ˈtyøntæː,əmˈpə.ɲə,,,ˈtrjoːə,,ˈtungie,,mɛkʼäntʃʼinu,,pu.se,ˈr̥ɪnta,ˈtɤukːɑː,,,,ˈdyu̯ə(n),pxat͡ɕ,,,ˈtlat͡ʃɪt,,,tɐlˈkatʲ,ˈpel.loː,dan˧,tuɮxəx,²ɧʉːta,,,,,itmec,,həˈɾɛl,ẽ.pu.ˈʁaɾ,ˈtunktɑ,,ɛkʼɔkʼinä,ˈtol,ˈtɫat͡ʃic,mitsʼɛvä,,,,,,,,,skɔbɘ,,,,,empuˈxaɾ,,d̪ʱə.keːl.nɑː,,,to.laʔ,,,doroŋ,,ˈlikːɨ,,ˈdʁʏkŋ̩,,,ˈspindʒere,,ruñ,,ˈtːoukːɑmɑ,,,,,,likʰχɛ,,,
egg,jəiˈt͡sɛ,mi:ndʒ,muʈʈa,ˈmunɑ,muʈʈe,t͡ɕɨŋ˧˦,íːǃaːndá,,ˈjàːjtsɛ,ɛɡ,ˈɔ.βʊ,,tala,,au,t̪ʰoχm,bi:,ta̠ɭɡja̠ɭ,ʔṵ,ˈd͡zi.ɽa,ˈmunɑ,ˈɔw,muʈʈe,tuxm,aːi̯,jumurˈtɑ,ˈmunɑ,kʲai˧˥,mäkʰväli,muʈʈe,œf,ˈɛkː,ˈmunɑ,e,mooʈə,kɔ.ni,ɛi̯,ˈja.jɔ,,,ˈvɛjt͡sɛ,,ɛɡː,(j)ɪjˈt͡so,ˈoː.wum,kʰaj˨˩,,ɛɡː,ˈjajt͡sɛ,moʈʈe,kʏˈkæj,ˈbɐjdɐ,jumuɾˈta,tūk,d͡zu,ˈo.vu,ˈmunɑ,,märkʰväli,ˈtojaːʃ,ˈvajt͡sɛ,kʼvɛrtsχi,ʔitˈloɡ,,həɡəi,*zɡoŋ.ŋa,kʰāi,moʈʈe,uōla,uːɨ̯,ɛːɡ,ɾaɾapa:ndu,kaɾbə,mujɾgi,xuahae,ˈwebo,,ən.ɖɑː,,ˈəiər,təlo(r),u,ketti,,gaɾbam,ˈmunɑː,muʈʈe,aɪ̯,ta̠ma̠ɡo̞,ˈmonniː,ˈwɔ.vo,,s′ut,ɛkː,ˈmunɑ,ˈjajka,uː,,ow,ta.oˈa,ləgrɛ,sanku,ɖim,guɖɖu
thou,ti,nimme,ni,ˈsinɑ,ni,maj˨˩,,tʊm,ˈtíː,ðaʊ,,,ninu,(ʔ)aˈta,,to,ni:n,ta̠ŋɕʰin,,,ˈsinæ,ˈtu,ni,,,,ˈsie,,si,ni:nə,ty,θu,ˈsiæ,,ni:ja,tɔɪ,ɣɛi̯,tɨ,,ˈtɪ,tɪ,,,tɨ,tuː,kʰun˧,,dʉː,ti,ni,,,sen,īn,du,tu,ˈsinæ,,si,ˈtɛ,ˈti,ʃɛn,,ʔanta,,,,ni:nu,,tiː,du,ni:n,in,ni:jə,ni:,ˈtu,tʊ,tʊm,,,əŋkau̯,hu,i,kamu,nimma,ˈsinɑː,ni,duː,⟨ki1mi1⟩,,t̪u,,,tʰʉuː(w),ˈsːɑʔ,,t̪ˠuː,,tu,,si,ni:nu,ˈθʊiː,ni:ʋu
lie,ɫəˈʒa,miɳɖsi,kiɖakkuga,ˈlɑmɑmɑ,bi:ndo,nɔj˧˦ zoj˧˦,,,ˈláːʃ,laɪ̯,,,,,,doˈɾuːɣ,paiha,ˈkɘːd͡ʑinma̠ɭ,mṵðá,ˈɓó.d͡za,ˈmɑːtɑ,mənˈti.də,keɖə,,,jaˈɫan,ˈmuɑtɑ,,dɔndʒiru,budda,mɑ̃.sɔ̃ʒ,ˈlɪːjɪ,ˈleʃeæ,ˈliʑən,bʰulo:gam,,ˈløː.ɣə(n),ˈkwam.stfɔ,jɑlʁɑn,,lɛʃ,,,loʂ,menˈdaː.ki.um,,xʊtəɮ,lœŋn,,haɖaʋə,jɑɫ.ˈʁɑn,,jaɫan,maḍ,sut,mẽ.ˈti.ɾɐ,ˈmɑgɑtɑ,,dɔndʒirä,ˈhɒzukʃaːɡ,ˈkɫamstvɔ,tsʼɔlä,maɡ.si.nu.ŋa.ˈliŋ,,,,,malagu,,,løɡn,ko:ɖpo,tukud,ba:ɖ,dɾogʰ taɖing,menˈtiɾa,ˈmʲæːɫas,d͡ʒʱuːʈʰ,,,,,buɾo:naɾa,,undʒa,ˈmɑgːɨ,poaʈtʃi:,ˈlyːɡə,ɯ̟ᵝso̞,,buˈd͡ʒi.a,,kuhk,,ˈvɤlsːmɑ,,bʲɾʲeːɡ,,,,liqʼwrɛ,laba:ɖ muɖsati,,paɖukonu
new,nɔf,puna,pudija,ˈuːs,pudijai,məːj˧˦,,n̪əjaː,ˈnɔ́w,njuː,ˈnɔ.βʊ,ɾi,puni,χaˈdaʃ,,,pu:na,sʰe̞ɾo̞p̚t͈a̠,θɪʔ,,ˈuːsi,ˈnɔw,pudusə,,nɛi̯,jeˈni,ˈuːsi,mo˧˥,äʁäni,pudija,nu.vo,niːr,ˈuːsi,nɑɪ̯,pudijadə,,niu̯,ˈnɔ.vɨ,,,ˈnoviː,,,ˈnovɨj,ˈno.wus,maj˨˩,ʃin,ny,,ostə,jɑ.ˈŋɯ̞,dʒdiːt,,pun,nɔɾ,ˈno.vu,ˈuzʲ,ˈne.ve,äχäli,ˈuːj,ˈnɔviː,äχäli,,d͡ʒa.diːd,ˈnəwai,*ksar.pa,mai˧˧,hosadu,jaûns,ˈnɛu̯ɨ̞ð,nyː,pu:na,nia,pəjjmən,pu:skun,ˈnwebo,,nə.jɑː,ˈnuː,,baru,uːɾ,posatta,,kottad,ˈuːʒ,pudu:n,nɔʏ̯,arataɕiki,ˈoðas,ˈnwɔ.vo,n̪ɐ.ʋɐ,t̥ʰmī,nʊt͡ʃːʊɹ,ˈvɑhtːsːɤnɤ,,n̪ˠuə,,now,ˈne̞o̞s,mäχɛ,kota,nɔt̪un,kotta
head,ɡləˈva,talla,tala,ˈpeɑ,tile,ʔɗəw˨˩,îːkʰâːnda,,ˈɡlàːʋa,hɛd,ˈtɛsta̝,kɔkə,tɾajun,ʁɔʃ,caun,sæɾ,kuk,mʌ̹ɾi,ɡáʊɴ,ˈmu.tú,ˈpæː,ˈkap,talə,sær,ˈholə,bɑʃ,ˈpiæ,kʲau˥,dudi,maɳɖe,tɛt,hœːvʏθ,ˈpæː,,manɖə,muɹ,ɦoːft,ˈɡwɔ.va,,ɦɔlɔˈu̯ɑ,ˈɦlava,kap,,ɡəlɐˈva,ˈka.put,hua̯˩˩˦,tʰɔɮɢɔi,ˈhʉːˌvɵd,,manɖe,ˈbɑʂ,ˈrɐːs,ˈbɑʃ,tel,ɡəˈluχ,kɐ.ˈβe.sɐ,ˈpæ,pɛ̃n,dudi,ˈfɛj,ɦɫava,tʰävi,,ra.ʔa.sa,,*mɡo,hua˩˨,tale,ɡâlva,pɛn,hoːvəd,kukudu,ta:l,maɳɖi,ka:ʈum,kaˈbeθa,,sɪɾ,,,kəpalə,,manɖa,kə.pa.la,talaka:j,ˈpæː,maʈʈə,kɔpf,a̠ta̠ma̠,ˈoɑ̯jːviː,ˈtɛs.ta,,k̥pāl,hœtː,ˈpːæː,ɣaɫaˈva,caun̪ˠ,,kap,ce̞ˈfali,tʰχwim,tal,mat̪ʰa,tala
tail,,tokoɾ,ʋa:lə,ˈsɑbɑ,ba:lu,ʔɗuəj˧˧,úm̩sîːla,,ˈrɛ́p,teɪl,ˈraβo̝,,,,,dæm,kʰola,k͈o̞ɾi,ʔəmí,ˈmt͡ʃí.ɽa,ˈhæntæ,ˈku.ə,ʋa:lə,dum,,ɡujˈruɣ,ˈhæntæ,,kʼudɛli,ba:lə,kø,ˈhaːlɪ,ˈæntæ,,ʋa:lə,nɛz,staːrt,ˈɔ.ɡɔn,,,ɔtsas,,,xvost,ˈkau̯.da,haːŋ˩˩˦,,svans,ˈɔpaʃka,pa:lə,qʊ̞j.ˈrʊ̞q,,kujɾuc,tōka,pɔt͡ʃʰ,ˈʁa.bu,ˈhænd,,kʼudɛli,ˈfɒrok,ˈxvɔst,kʼudi,,ða.nab,,,,ba:la,astɛ,ˈkənfɔn,haːlə,oli,kindiɾ,ba:lə,liʈʈik,ˈkola,,pũːt͡ʃʰ,,,eko(r),,bi:la,,toka:ɾ,ˈt̪ɑbɑːr,po:ɾsam,ʃvant͡s,ɕip̚po̞,,ˈkoda,,kn̥duy,,ˈhɑnt,xvost,ˈɾˠɨbˠəl̪ˠ,,ˈkʷadə,,hækʼwɛd,to:ka,,vālamu
eye,oˈkɔ,kəɖə,kaɳɳə,ˈsilm,kaɳɳə,mat̚˧˦,îːsó,ɑ̃ŋkʰ,ɔˈkóː,aɪ,ˈoʎʊ,sɒj,kanu,ˈajin,suːlʲ,tʃʰæʃm,kʰann,nun,mjɛʔsḭ,ˈɗí.so,ˈsilmæ,ˈuʎ,kaɳɳə,tʃaʃm,ɪə̯x,,ˈsilmæ,ta˨˦,tʰɔli,kaɳɳə,œj,ˈøyːɣa,ˈsilmæ,a,kaɳɳə,sɔku,oːx,ˈɔ.kɔ,køz,ˈɔkɔ,ˈoko,,²æʉɡə,ɡlas,ˈo.ku.lus,taː˧,,ˈøːˌɡa,ˈɔkɔ,kaɳɳə,kʏð,aˁːjn,ɟøz,kan,ɑt͡ʃʰkʰ,ˈo.ʎu,ˈsilʲm,ˈla.ɡat,tʰɔli,ˈsɛm,ˈɔkɔ,tʰväli,,ʕaj.ja.na,st̪ərˈɡa,*mik,taː˩˨,kaɳɳə,ats,ˈɬəɡad,øjə,a:ndu,kaɳul,kaɳɳu,xan,ˈoxo,ɐˈkʲɪs,ɑ̃ːkʰ,,oəχ,matə,s̪uːl,kaɳɳu,,koɳɖ,ˈsiːlmɑ,kaɳ,ˈaʊ̯ɡə,ma̠,ˈt͡ʃalːpmiː,ˈɔk.kjo,,b̥ʰnaek,ˈɛiːja,ˈsːilm,ˈvoka,sˠuːlʲ,,okʲ,ˈmati,tʰɛ,kan,tʃokʰ,kannu
flow,tɛˈkə,,,ˈʋoːlɑmɑ,,t͡ɕaj˧˩,,,ˈtɛtʃi,fləʊ,,,,,,,,,sí,,ˈʋirːɑtɑ,fluˈi,,,,,ˈvirːɑtɑ,,ɔzimzilu,,ku.le,ˈrɛnːa,ˈʝohsɑ,ˈflei̯sen,,bʊa,ˈvlujə(n),ˈpwɨ.nɔɲt͡ɕ,,,tɛːt͡st,,,tʲet͡ɕ,ˈflu.oː,laj˩˩˦,,,,,,,,,hoˈsɛl,,ˈjokstɑ,,ulä,ˈfojik,ˈci̯ɛt͡sc,dinɛbä,,,,,,,,,,,,,,ˈflwiɾ,ˈbʲeːk.tʲɪ,,,flui,alo(r),,,,,ˈjuːokʃɨ,,ˈfliːsn̩,,,fluˈire,,hūr,,ˈjuːsːkːmɑ,,,,,ˈre.o,lizi,,,
snow,snʲak,,,ˈlumi,,twiət̚˧˦,íːǃʰwa,,,snəʊ,ˈnɛβɪ,,,ˈʃeleɡ,ˈʃnʲaxt̪ə,,,nun,n̥ɪ́ɴ,,ˈlumi,ˈnew,,,sniə,,ˈlumi,nai˨˦,mtʰviri,,nɛʒ,snjouːr,ˈlumi,ʃnɜɪ,,bɔɹɔf,sneːu̯,ɕɲɛk,,ˈsʲnʲiɦ,sɲiːx,ˈnɛw,snøː,sʲnʲek,niks,hi˨˩.maʔ˦˥,t͡sʰas,snøː,,,qɑr,,kaɾ,,d͡zjun,ˈnɛ.vɨ,ˈlumi,,tʰiri,ˈhoː,ˈsɲɛx,tʰɔvli,,θald͡ʒ,wɑˈwra,*ɡaŋs,,,snìɛks,ˈei̯ra,,,,,,ˈnjebe,sʲnʲjæɡɐs,bə.ɾəf,,sniu,,,,,,ˈlum,,ʃneː,⟨yuki1⟩,ˈmuo̯hta,ˈne.ve,ɦi.mɐ́,b̥ril,,ˈlumi,sʲnʲex,ˈʃnʲaxt̪ˠə,,zəˈpadə,,musw,,bɔrɔf,
where,,,,ˈkus,,ʔɗəw˧˧,,,ˈkjèː,ʍɛə(ɹ),ˈonde̝,,,ejˈfo,,kʰoˈdʒɒː,,ʌ̹di,,,ˈmisːæ,ˈon,,,,ˈhɑrɑ,ˈkus,,sɔ,,u,,ˈkuzɑ,,,zot,ʋaːr,ɡd͡ʑɛ,,ˈdɛ,ɡdɛ,ˈunt,,ɡdʲe,ˈu.bi,tʰiː˥˩.naj˩˩˦,,dɛːr,ˈkadɛ,,ˈqɑjðɑ,,nɛɾɛd̪ɛ,,vɔɾˈtɛʁ,ˈõ.d͡ʒi,ˈkus,,sɔ,ˈɒɦol,ˈɡɟɛ,säd,,,,,,,kùɾ,,,,,,,ˈdonde,kʊr,,,,di manə,,,,,ˈkus,,voː,idu,,ˈdove,,,,ˈkːon,,,vʊ,ˈunde,,imɛg,,,
belly,koˈrɛm,pi:ɾ,ʋajaɾə,ˈkɤht,baiɾu,ʔɓʊwŋ͡m˧˨ʔ,isíːsu,,ˈtrèːbux,bɛli,banˈduʎo̝,,banɖi,,,ʃeˈkʲæm,ku:l,pe̞,baɪʔ,ˈmí.ᵐba,ˈmɑhɑ,ˈbuk,vayiṟu,ʃikæm,,,ˈvɑtʃːɑ,,kʰɔrbä,poʈʈe,vɑ̃tʁ,ˈmaːjɪ,ˈvɑtsːɑ,,naɖpe:ʈgu,pɛt,bœy̯k,bʐux,,,ˈbr̝ɪxo,,,ʐɨˈvot,abˈdoː.men,tʰɔːŋ˦˥,,²mɑːɡɛ,mɛf,oʈʈe,,zɐʔ,,poṭṭa,pʰɔɾ,bɐ.ˈʁi.ɡɐ,ˈvɑts,ˈkofː,kʰɔrä,ˈhɒʃ,ˈbruxɔ,mutsɛli,,ba.tˁa.na,nas,,,hoṭṭe,,,,puɖa:,pudug,poʈʈi,peɖʰ,bäˈriɣä,,peːʈ,,,pərot,,bandʒi,,ɖokka,ˈmɑg,piɾ,baʊ̯x,wi,,ˈpan.t͡ʃa,,k̥rbḥ,,ˈkːɤtːtː,,ˈbˠɔlˠəɡ,bɔɪχ,,,qʰæd,ʈeʈʈe,,poʈʈa
fog,məˈɡɫa,,,ˈudu,,sɨəŋ˧˧ mu˨˩,ínkuːnɡú,,məˈɡlá,fɒɡ,ˈnɛβo̯a̝,ˈmjɛɡuɫ,,,kʲeː,mæh,,a̠nɡe̞,mjù,ˈᵑkʰú.ᵑɡu,ˈsumu,ˈbɔj.ɾə,,,,,ˈudu,,mpʼulä,,bʁu.jaʁ,ˈθɔːka,ˈutu,ˈnivəl,,,mɪst,mɡwa,,,mɫ̩ɦa,ˈnɛβlo,,tʊˈman,kaːˈliː.ɡoː,mɔːk̚˨˩,manəŋ,,ˈmaɡla,,tʊ̞ˈmɑn,,,,mɑrɑˈχuʁ,nɨ.ˈvwɐj.ɾu,ˈsumeg,,nirsi,ˈkød,ˈɦmɫa,nisli,,dˁa.baːb,,*zmuk.pa,,,,,tɔːɡə,,,,,,ˈruːkɐs,,,,kabos,,,,,ˈud̪,,ˈneːbl̩,,,ˈnebbja,,ʾ˘b̥d,ˈtʰoːʰka,ˈuntsːɤʔ,,coː,,ˈt͡ʃe̯a.t͡sə,,bintʼw,,,
that,ˈɔnzi,adu,a:,ˈtoː,aʋe:,ʔɗɔ˧˦,,,,ˈðæt,,,et,,,ɒːn,hu:,kɯ,hò,,ˈtuo,əˈkəʃ,anta,,,ɔ,ˈtuo,,ɛjä,adə,sə,,ˈtoː,,adhə,,dɑt,ˈtam.tɛn,,,ˈtamtɛn,,,tot,ˈis.te,nan˥˩,,dɛnː,,adə,,,ʃu,ā,ɑjd,ˈe.sɨ,ˈse,,tʰinä,ˈɒz,tɛn,is,,ðaː.li.ka,,,,ā,tas,ˈhʊnʊ,dən,a:du,adə,adə,ae,ˈese,,,,,itu,ʃɪn,aʋu,,addu,ˈt̪ɑː,adə,ˈjeːnɐ,⟨so2 no2⟩,,ˈkwello,,noḥ,,ˈtːuː,toj,ənˠ,,aˈt͡ʃela,,ɛdʒi,ad,,ā
dry,,ʋaʈʈa,varaṇṭa,ˈkuiʋ,unaku,xo˧˧,,suːkʰa,ˈsúːx,dɹaɪ,,,,,,xoʃk,kʰajka,ma̠ɾɯda̠,t͡ɕʰaʊʔ,,ˈkuiʋɑ,əˈʃut,ularnta,,,,ˈkuivɑ,ɣeːŋ˦˨,χɔmulä,oɳangina,sɛk,θʏrː,ˈkuivɑ,ˈdʀeχen,kanʈiko,xu.kan,droːx,ˈsu.xɨ,,,ˈsuxiː,,,sʊˈxoj,ˈsik.kus,hɛːŋ˥˩,,,,oɳikiladə,qʊ̞ˈrʊ̞,,,tūk,t͡ʃʰoɾ,ˈse.ku,ˈkuiv,ˈsɛːχ,skʰiru,ˈsaːrɒz,ˈsuxiː,mʃräli,,d͡ʒaːff,,*skam.po,,battida,sàws,sɨːχ,tœːr,a:ika:,tukud,ajngənu ipədə,ba:ɾun,ˈseko,,suː.kʰɑː,,,,ˈtʃʰiɾəm,nunguduna,,aɾta:d,ˈkuːjɑ,oɳikisi,ˈtʁɔkən,ka̠ɰᵝa̠kɯ̟ᵝ,,ˈsekko,ɕúʂ.kɐ,s̥ṅuat,,ˈkːuiv,suˈxʲi,ˈtʲɪɾʲəmʲ,,usˈkat,,pʰikʼwi,a:tiɾ,,eɳɖu
sew,ˈʃijə,,,ˈɤmblemɑ,,xəw˧˧,,,,səʊ,,,,taˈfar,,,,ˈkiːp̚t͈a̠,t͡ɕʰoʊʔ,,ˈomːelːɑ,kuˈzi,,,,,ˈomːelːɑ,,ɔtʃʼu,,kudʁ,ˈsøyːma,ˈɤmːɤɑ,ˈbitsen,,xia,ˈnaːjə(n),ʂɨt͡ɕ,,,,,,ʂɨtʲ,ˈsu.oː,jep̚˦˥,,,,,,,,,kɑˈɾɛl,,ˈombeltɑ,,tʃʼälä,ˈvɒrː,,kʼɛrvä,,xajtˁ,,,,,ʃūːt,,syː,,,,,ko.ˈser,ˈsʲuːtʲɪ,,,,,,,,,ˈumblɨ,,ˈnɛːən,nupu,,kuˈtʃire,,,,ˈumplɤmɑ,ʂɨt͡sʲ,,,,,liʃχbi,,,
left,ˈlʲaf,,,ˈʋɑsɑk,,t͡ɕaːj˧˦,,,,lɛft,,,,,,tʃæp,,,bɛ̀,,ˈʋɑsen,əsˈkɛ.rə,,,,soɫ,ˈhuruɑ,,kʼväntʃχäri,,ɡoʃ,,ˈkurɤɑz,leŋks,,,lɪŋks,ˈlɛ.vɨ,,,ˈlɛviː,,,ˈlʲevɨj,ˈlae̯.wus,saːj˦˥,,,,,huɫ,ʃɛlːuːk,,,d͡zɑχ,iʃ.ˈkeɾ.ðu,ˈhurɑ,,kʼvärtʃχäni,ˈbɒl,,märtsχɛnä,,ja.saːr,,,,,kɾèjs,χwiːθ,,,,,,,,,,,kiri,kʰʲaːrˠ,,,,ˈkurɑː,,lɪŋk,çida̠ɾʲi,,,,c̥ʰveṅ,,ˈkːurɑ,,clʲeː,,stɨŋɡ,,lɛrtʰɛn,,,
