word,zu,xub,hy,ar,yea,ml,mk,es,gd,ka,yi,ny,kxv,tg,sv,kff,de,th,ro,cs,ru,za,lt,bfq,hi,gv,cy,te,kfe,liv,he,pt,pl,bg,ur,gdb,vro,hu,ca,brh,mjt,ko,my,ug,ga,sq,bn,lb,ku,kfa,ja,gl,nl,nn,ta,vot,tcy,tr,az,ms,en,br,tcx,et,km,is,as,ps,vep,be,fa,kfb,pci,uk,xmf,sva,sk,fr,fo,el,id,af,oc,krl,vi,la,bo,kru,tl,kn,gon,lo,da,mt,sl,lv,ba,fy,fi,se,mn,lzz,sa,it
old,,,hin,qa.diːm,,,,anˈtiɡwo,ʃɛn,dzvɛli,,,,,,,alt,kaw˨˩,vekʲ,ˈstariː,ˈstarɨj,,ˈsʲæːnɐs,,pʊ.ɾɑː.nɑː,,heːn,,,ˈvɑnɑː,,ˈvɛ.ʎu,ˈsta.rɨ,star,,,ˈvɑnɑ,ˈreːɡi,ˈveʎ,,,na̠k̚t͈a̠,háʊɴ,,ʃanˠ,,,,ˈkɛvn,,,,ɑu̯t,²ɡɑːmɑl,,ˈvɑnhɑ,,,æsˈki,,ˈəʊld,,,ˈʋɑnɑ,cās´,ˈkaːmatl,pu.ɹɔ.na,,ˈvɑnh,staˈrɨ,ɢæd̪iːˈmiː,,,,dʒvɛʃi,dʒwinɛl,ˈstariː,vjø,kɛaːmal,,la.ma,œu,,ˈvɑnhɑ,ku˦ˀ˥,ˈwe.tus,*rȵiŋ.pa,,ˈlu.maʔ,,,kau˧˧,ɡaməl,ʔɐˈdiːm,ˈstár,,iθˈkɪ̞,ɔːt,ˈʋɑnhɑ,,,mdʒvɛʃi,,ˈvɛk.kjo
other,,,ɑjl,,,,,ˈotɾo,ˈelə,sχvä,,,,,,,ˈʔandəʀə,ʔɯːn˨˩,alt,ˈdruɦiː,drʊˈɡoj,,,,ənj,,ˈaraɬ,,,ˈmuː,,ˈo(w).tɾu,ˈin.nɨ,druk,,,ˈtːɤːnɤ,ˈmaːʃik,,,,ta̠ɾɯn,ʔət͡ɕʰá,,ˈɛlʲə,,,,,,ho̞ka̠,,ˈɑn.dər,,,ˈmuː,,di(j)eɾ,bɑʃˈkɑ,,ˈʌðə(ɹ),ˈalː,,ˈteine,,,an,bəl,ˈtoine,ˈjinʂɨ,diːˈɡʲæɾ,,,ˈinʃɪj,ʃχvä,iʃgɛn,ˈdruɦiː,otʁ,,,,,,ˈtoini,xaːk̚˧˦,ˈal.ter,,,,,,,andrə,,ˈdrùːɡi,,bɑʂˈqɑ,,ˈmuː,,,tʃkʰvä,,ˈal.tro
smoke,íntuːtʰú,pəggi,t͡suχ,du.xaːn,poge,puka,,ˈumo,t̪ɔʰtʲ,bɔli,,ˈu.t͡sí,,,,kumpo:ɖ,ʁaʊ̯x,kʰwan˧,,diːm,dɨm,,,hoge,d̪ʱuː.ɑ̃ː,ˈd͡ʒeːax,muːɡ,poga,pegu,ˈsov,,ˈfu.mu,dɨm,,d̪ʱuã,poa:g,ˈsːɑu,ˈfyʃt,ˈfum,mo:ʃ,mo:ha,ˈjɘːnɡi,ʔəkʰó,,ˈdʲat̪ˠəx,,,damp,,poge,keburi,ˈfume̝,roːk,,pukai,ˈsɑvːu,poga,,tysˈty,asap,sməʊk,,pukuɖti,ˈsuits,p̥ʰsaeṅ,ˈreiːkʏr,,d̪od̪,ˈsɑvu,dɨm,,pog,tūk,dɪm,kʼumä,zinqʰ,ˈdim,fy.me,ˈɹɔiːjkʊɹ,kaˈpno̞s,,,,ˈsɑvu,xɔj˧˦,ˈfuː.mus,*du.ba,mosaga,,hoge,poja,,røj,,ˈdím,,tʏ̞.ˈtʏ̞n,,ˈsɑʋu,ˈsuo̯vva,ʊtʰa,kʼɔmä,d̪ʱuː.mɐ́,
long,,uddu,jɛɾˈkɑɾ,tˁa.wiːl,ni:ʈa,ni:nɖa,,ˈlarɡo,fad̪̊ə,grdzɛli,,,,,lɔŋ,poɖaʋuʈa:du,laŋ(k),jaːw˧,luŋɡ,ˈdlou̯ɦiː,ˈdlʲinːɨj,,,utta,,,hiːr,poɖaʋu,ni:tam,ˈpit̪kɑː,,ˈlõ.ɡu,ˈdwu.ɡʲi,ˈdɤlək,,tukud,ˈpːikːkː,ˈhosːuː,ʎuˈɲa,muɾgun,digaɖo,ˈkiːɭda̠,ʃè,,ˈfˠɑd̪ˠə,,,laːŋ,ˈdɯɾeːʒ,uddə,na̠ɡa̠i,,lɑŋ,,nīṇṭa,ˈpitʃːæ,uda,,uˈzun,,ˈlɒŋ,,neɾti,ˈpikː,vaeṅ,ˈlaŋkʏr,,uʐd̪,ˈpitkʲ,ˈdou̯ɣʲi,,poɖa:m,tūk,ˈdɔu̯ɦei̯,gindzɛ,dʒwɛdi,ˈdl̩ɦiː,lɔ̃,ˈlɛŋkʊɹ,,,,,ˈpitkæ,zaːj˨˩,ˈlon.ɡus,,diga:h,,udda,la:m,,lanɡ,twiːl,ˈdɔ́ːwk,,ʊ̞.ˈðʊ̞n,,ˈpitkæ,,,gundzɛ,,ˈlunɡo
root,ímpâːnde,bja:ɾə,ɑɾˈmɑt,d͡ʒa.ða.ra,be:ɾə,ʋe:ɾə,,raˈiθ,,pʰɛsvi,,ˈmu.zu,ʋeɾ,reʃæ,,ʋe:ɾ,ˈvʊʁt͡sl̩,raːk̚˥˩,,ˈkor̝ɛn,ˈkorʲɪnʲ,,ʃɐkʲˈn̪ʲɪs̪,pe:ɾə,d͡ʒəɽ,,ɡwrai̯ð,ʋe:ɾu,bʰulo:gam,ˈjuːrʲ,ˈʃoʁɛʃ,ʁa.ˈis,ˈkɔ.ʐɛɲ,ˈkɔrɛn,d͡ʒəɽ,kuɾe,ˈjuːr,ˈɟøkeːr,əˈrɛl,ɾo:tɛ,banda:,p͈uɾi,ʔəmjɪʔ,,fʲɾʲeːvˠ,rəːɲ,,ˈvuə̯t͡səl,ˈɾɛh,be:ɾə,ne̞,raˈiθ,ˈʋɔr.təl,ruːt,ʋe:ɾə,ˈʝuːri,be:ɾu,,kœk,aka(r),ɹuːt,,ʋeɾ,ˈjuːr,ṛs,rouːt,xia,,ˈjurʲ,ˈkoranʲ,ɾeːʃæ,ʋe:ɾkam,vār,ˈkɔrʲinʲ,dʒindʒi,tsʼusχund,ˈkɔrɛɲ,ʁa.sin,ɹɔuːt,,,,rraˈis,ˈjuːri,ze˦ˀ˥,ˈraː.diːks,*rt͡sa.ba,pa:da,,be:ɾu,hi:ɾ,hâːk,roːd,,kɔrɛˈnìːna,,tɑˈmɯ̞r,,ˈjuːri,ˈruo̯htas,untəs,dʒidʒi,,raˈditʃe
rope,íntaːmbo,,pɑˈɾɑn,ħabl,,,ˈjaʒɛ,ˈkwerda,,tʰɔkʼi,,,,ærʁæmtʃin,,,zaɪ̯l,t͡ɕʰɯa̯k̚˥˩,,,vʲɪˈrʲɵfkə,,,,ɖoː.ɾiː,,r̥aːf,,,ˈkie̞uʒ,ˈχe.vel,ˈkɔɾ.dɐ,ˈlʲi.na,vəˈʒɛ,,,ˈkːøytsː,ˈkøteːl,ˈkɔɾ.də,,,pa̠t̚t͡ɕ͈uɭ,t͡ɕó,,tʲiad̪ˠ,liˈtaɾ,,zeːl,,,,,,,,ˈtʃøysi,,,,tali,ɹəʊp,kɔrdɛn,,ˈkøis,k̥ʰsae,ˈreiːpɪ,zɔ.ɹi,,ˈnor,vʲaˈrou̯ka,,,,,tʰɔkʼi,tʰækʼw,ˈɫanɔ,kɔʁd,,,,,,ˈnuorɑ,zəj˧˧,ˈfuː.nis,,,,,,,tɔv,,,àwkla,ɑrˈqɑn,,ˈkøysi,,,tʰɔkʼi,,ˈkɔrda
salt,íːtswaːjí,,ɑʁ,milħ,,,,sal,,märili,,mˈt͡ʃé.ɽe,,næmæk,salt,,zal(t)s,klɯa̯˧,ˈsa.re,suːl,solʲ,kʲu˨˦,,,,ˈsolan,ˈhalɛn,,,ˈsuːolɨ,,ˈsaɫ,sul,,,,ˈsːuːl,ˈʃoː,ˈsal,,,sʰo̞ɡɯm,sʰá,,ˈsalˠən̪ˠ,ˈkɹi.pə,,zɑlt͡s,,,ɕio̞,s̺al,zɑu̯t,,,ˈsoːlɑ,,ˈtuz,,,sɔːlt,,,ˈsoːl,ʾṃpil,sal̥t,lʊn,ˈmɑlɡa,ˈsol,,næmæk,,,ˈsʲilʲ,dʒimu,dʒim,ˈsɔʎ,sɛl,sal̥t,aˈlati,,,,ˈsuolɑ,muəj˧˦,,*t͡sʰʷa,,,,,kɯa˩˨,salt,,ˈsóːw,sàːls,tʊ̞ð,,ˈsuolɑ,ˈsaːlːtiː,taws,dʒumu,l̪ɐ.ʋɐ.ɳɐ́,ˈsale
live,,,ɑpˈɾɛl,ʕaː.ʃa,,,,biˈbiɾ,,tsχɔvrɛbä,,,,,leːva,,ˈleːbən,miː˧.t͡ɕʰiː˧.wit̚˦˥,trəˈi,ʒiːt,ʐɨtʲ,,ɡiˈʋæntɪ,,d͡ʒina,,bɪu̯,,,ˈje̞lːɨ,,viˈveɾ,ʐɨt͡ɕ,ʒiˈvɛjə,,,ˈelæmæ,ˈeːl,ˈviw.ɾə,,,ˈsʰa̠ːɭda̠,,,mˠaɾʲ,jɛˈtɔj,,ˈliə̯vən,,,ikʲiɾɯ̟ᵝ,,ˈleːvə(n),,,ˈelæː,,,,hidop,lɪv,,,ˈelɑmɑ,nau,ˈlɪːva,,,ˈelædɑ,,,,,,rinä,lidrɛ,ˈʒic,vivʁ,,ˈzo,hi.dup,,,ˈelie,səwŋ͡m˧˦,ˈwiː.woː,,,ma.ˈbu.hay,,,,leːvə,ɛˁːʃ,ʒiˈʋeːti,dzîːvuôt,,ˈlɪbjə,ˈelæː,ˈea̯lliːh(t),,skʰidälä,d͡ʑíː.ʋɐ.t̪i,ˈvi.ve.re
because,,,vɔɾɔfhɛˈtɛv,li.ʔan.na,,,,ˈporke,ˈɔir,rädgän,,t͡ʃiˈfu.kʷá,,,,,vaɪ̯l,pʰrɔʔ˦˥,ˈpen.tru kə,ˈprotoʒɛ,pətɐˈmu‿ʂtə,,nʲɛs,,ˈkjũ.ki,,ˈaχɔs,,,ˈsie̞pe̞rɑːst̪,,poʁ.ˈke,bɔ,,,,ˈsːelːe etː,ˈmɛrt,pəɾˈkə,,,t͈e̞mun,lo̰,,oːɾʲ,,,væl,,,,,ɔm.ˈdɑt,,,ˈsenperæsːæ,,tʃynky,ˈt͡ʃynki,kə.ra.nə,bɪˈkɒz,,,ˈsest,b̥roḥ,,,ˈdzəka tʃe,ˈsikʃ miʃe,,,,,bɔ,räχäns,läχä,ˈprɛtɔʒɛ,paʁ.skə,tʊiː,,,,,ˈkonsɑ,taːj˧˨ʔ vi˨˩,ˈkʷi.a,*ɡaŋ.jin.zer.na,,,,,,,,kɛr,,ˈsʏ̞n.kʲi,,ˈkoskɑ,,,ɔkʰi,,perˈke
road,uḿ̩ɡwaːǃo,baʈʈi,t͡ʃɑnɑˈpɑɾ,tˁa.riːq,raste,ʋaɻi,,kaˈmino,,gzä,,mˈse.(w)u,,,vɛːɡ,aɾɾi,ˈʃtraːsə,tʰa˨˩.non˩˩˦,,ˈt͡sɛsta,dɐˈroɡə,lo˧,ˈkælʲɐs,ta:ɾi,səɽək,reːd̪,,ma:ɾgamu,ta:ɾi,ˈrie̞k,,iʃ.ˈtɾa.ðɐ,ˈdrɔ.ɡa,pɤt,səɽək,rasta,ˈtːiː,ˈuːt,kə.rəˈte.ɾə,saɖak,pa:odu,kiɭ,láɴ,,ˈbˠoːhəɾˠ,ˈruɡə,ɾast̪a,,,ba:te,dau,esˈtɾaða̝,baːn,,vaḻi,ˈteː,paɾvata,jɔɫ,,d͡ʒalan,ɹəʊd,hɛ̃nd,a:laɾ,ˈteː,p̥ʰlūv,ˈvɛːɣʏr,bat,wɑʈ,ˈte,,,daaɾ,pāv,dɔˈrɔɦɐ,ʃärä,ʃukʼw,ˈt͡sɛsta,ʁut,ˈveːvʊɹ,ˈðromos,,pɑt,,ˈtie,ʔɗɨəŋ˨˩,ˈwi.a,,ɖahaɾe,,mārga,haɾɾi,,,triːʔ,ˈtsèːsta,tsɛʎʃ,jul,,ˈtie,,,gzä,,ˈstrada
name,îːɡâːma,pja:ɾə,ɑˈnun,ism,pe:ɾu,peɾə,,ˈnom.bɾe,,säχɛli,nɔmɛn,ˈd͡zí.na,doru,nɔːm,namn,pedeɾ,ˈnaːmə,t͡ɕʰɯː˥˩,ˈnu.me,ˈjmɛːno,ˈimʲə,,ˈvɐrːdɐs,esaɾə,naːm,,ˈɛnʊ,pe:ɾu,pe:ɾ,ˈnim,,ˈno.mɨ,ˈi.mʲɛ,ˈimɛ,,tukud,ˈnimi,ˈneːv,ˈnɔm,pin,na:mi,iɾɯm,ʔəmjì/,ɑt,ˈanʲəmʲ,ɛməɾ,nam,num,ˈnɑːv,peda,na̠ma̠e̞,,naːm,,pe:ɾə,ˈnimi,pudaɾə,ɑt̪,ɑd,namə,neɪm,,pe:ɾ,ˈnimi,j̥ʰmoḥ,napn,,,ˈnimi,jiˈmʲa,nɒːm,pe:ɾ,pidir,iˈmjɑ,säχɛli,ʒäχɛ,ˈmɛnɔ,nɔ̃,naun,ˈo̞no̞ˌma,,,,ˈnimi,ten˧˧,,*miŋ,na:me,,hesaru,poɾol,sɯː˦˦,,ˈiːsɛm,iˈméː,vàːɾds,iˈsɪ̞m,,ˈnimi,ˈnamma,nir,dʒɔχɔ,n̪ɑ́ː.mɐn̪,ˈno.me
hit,,,χəˈpʰɛl,dˁa.ra.ba,,,,,ˈbuɪl,rtʼqʼmä,,,,,,,ˈʃlaːɡən,tiː˧,,,ʊdɐˈrʲætʲ,,,,ˈmɑːɾ.nɑː,,ˈtarɔ,,,ˈrɑbːɨ,,ɡow.pe.ˈaɾ,uˈdɛ.ʐat͡ɕ,,marna,,ˈlɨːmæ,ˈyt,kol.pəˈʒa,,,t͡ɕʰida̠,jaɪʔ,,,,,,,,ɯ̟ᵝt͡sɨᵝ,,ˈraːkə(n),,,ˈløː,,,,,hɪt,,,ˈløːmɑ,vāy,stlauː,,,ˈlødɑ,,zæˈd̪æn,,,,mɛgämä,liqʼɛr,ˈudri̯ɛc,fʁa.pe,,,,,,ˈlyːvːæ,ʔɗəp̚˧˨ʔ,,,,,,,,slɔː,,,,,,ˈlyødæ,,,gɛtʃämu,,kolˈpire
right,,,iɾɑˈvuŋkʰ,ħaq.qa,,,,deˈɾet͡ʃo,,märdʒvɛnä,,,,,,,ʁɛçt,sit̚˨˩.tʰiʔ˦˥,drept,ˈpraːvo,ˈpravə,keːn˧˩ li˧˥,,,ə.d̪ʱɪ.kɑːɾ,,hau̯l,,,ˈjɨvɑː,,d͡ʒiˈɾejtu,ˈpra.vɔ,,,,ˈhyæ,ˈjoɡ,ˈdɾət,,,kwʌ̹ɭʎi,ʔəkʰwɪ̰ɴ,,,,,,,,,,rɛxt,rɛtː,,ˈɤikɤɑ,,hɑk,hyˈɡuɡ,,ˈɹaɪt,,,ˈpɑrem,,ˈrjɛhtɪntɪ,,,ˈoiged,ˈprava,,,,,märdzgväni,lɛrsgwɛn,,dʁwɑ,,ðiˈceoma,haʔ,,,ˈoikie,kwiən˨˩ ləːj˧˨ʔ,,,,ka.ɾa.pa.ˈtan,,,,rɛt,,praˈʋìːtsa,,χʊ̞.ˈquq,,ˈoikeɑ,,irx,mädzgväni,,
dirty,,,kɛχˈtɔt,,,,,ˈsuθjo,,tʃʼutʃʼqʼiäni,,,,,,,ˈʃmʊt͡sɪç,sok̚˨˩.ka˨˩.prok̚˨˩,murˈdar,ˈʃpɪnaviː,ˈɡrʲaznɨj,,,,ɡən.d̪ɑː,,,,,ˈmustɑː,,ˈsu.ʒu,ˈbrud.nɨ,,ɡə̃nd̪ə,,ˈmusːtːɤnuʔ,ˈpiskoʃ,ˈbɾut,,,ˈtɘːɾʌ̹p̚t͈a̠,ɲɪʔ,,sˠəˈl̪ˠax,,,,,,kʲita̠na̠i,,vœy̯l,²ʃɪtːn̩,,ˈmusːɑ,,,t͡ʃirkˈli,koto(r),ˈdɜːti,,,ˈmust,k̥rk̥ʰvk´,ˈouːr̥eitn,lɛ.tɛ.ɹa,sxɑ,ˈredukɑz,ˈbrudnɨ,kʲæˈsiːf,,,,tsʼindämi,lətsʼid,,sal,,,,,,ˈligɑhine,ʔɓən˧˩,ˈsor.di.dus,,,,,,,beskit,,uˈmáːzan,nɛtīːɾs,,,ˈlikɑinen,,,lɛbɔni,,ˈspɔrko
fat,ámafûːtʰa,tanniʋi,t͡ʃɑɾp,,tʃiɾabi,koɻuppə,,ˈɡɾasa,,tsχimi,,,,,fɛt,kodoʋo:s,fɛt,kʰaj˩˩˦.man˧,,,ʐɨr,,rʲɪəbɐˈlɐɪ̯ˑ,koɭəppə,,,ˈbrastɛr,koʋʋu (noun),koɭupu,ˈrɑzɑː,,ɡoɹ.ˈdu.ɾa,twuʂt͡ʂ,,tʃərbiː,me:n,ˈrɑsːɤv,ˈʒiːr,,tʃaɾpi:,nedʒdʒa,t͡ɕiba̠ŋ,ʔəsʰì,,sˠail̠ʲ,,tʃorbi,,,tʃeɾabi,ɕibo̞ː,,vɛt,,koɻuppə,ˈrɑzvɑ,tʃeɾabi,ˈj‿a,,,fæt,,koɻəppə,ˈrɑsʋ,k̥ʰlāñ´,ˈfɪːta,,,ˈrɑzv,,tʃærbiː,bʰu:mi,koṛukuḍ,,gägäbi,mətʃχim,tuk,ɡʁɛs,ˈfiːtɪ,ˈli.pos,,,,ˈrɑzvɑ,məː˦ˀ˥,ˈa.deps,,neʈa,,kobbu,koɾondʒ,,fet,,,,,,ˈrɑsʋɑ,,oːx,jäʁi,,ˈɡras.so
eye,îːsó,kaɳɳu,ɑt͡ʃʰkʰ,ʕaj.ja.na,kaɳɳə,kaɳɳə,ˈɔkɔ,ˈoxo,s̪uːl,tʰväli,,ˈɗí.so,kanu,tʃaʃm,ˈøːˌɡa,koɳɖ,ˈaʊ̯ɡə,taː˧,okʲ,ˈoko,ɡlas,ta˨˦,ɐˈkʲɪs,kaɳɳə,ɑ̃ːkʰ,suːlʲ,ˈɬəɡad,kannu,kaɳɳə,ˈsiːlmɑ,ˈajin,ˈo.ʎu,ˈɔ.kɔ,oˈkɔ,ɑ̃ŋkʰ,kaɳul,ˈsːilm,ˈsɛm,ˈuʎ,xan,a:ndu,nun,mjɛʔsḭ,køz,sˠuːlʲ,sɒj,tʃokʰ,a,,kaɳɳə,ma̠,ˈoʎʊ,oːx,²æʉɡə,kaɳɳə,ˈsilmæ,kaɳɳu,ɟøz,,matə,aɪ,ˈla.ɡat,kaɳ,ˈsilm,b̥ʰnaek,ˈøyːɣa,sɔku,st̪ərˈɡa,ˈsilʲm,ˈvoka,tʃʰæʃm,kan,kan,ˈɔkɔ,tʰɔli,tʰɛ,ˈɔkɔ,œj,ˈɛiːja,ˈmati,,oəχ,,ˈsilmæ,mat̚˧˦,ˈo.ku.lus,*mik,kʰann,,kaɳɳə,kəɖə,taː˩˨,øjə,aˁːjn,ɔˈkóː,ats,kʏð,ɪə̯x,ˈsilmæ,ˈt͡ʃalːpmiː,,tʰɔli,,ˈɔk.kjo
bird,íɲoːni,pikki,tʰərˈtʃʰun,tˁaːʔir,paktʃi,pakʂi,ˈpti.t͡sa,ˈpaxaɾo,ian,tʃitʼi,fɔjɡl,ᵐbáˈɽa.me,minu,paɾːanˈda,foːɡəl,piʈʈe:ku,ˈfoːɡəl,nok̚˦˥,,ptaːk,ˈptʲit͡sə,ɣok˧,ˈpɒʊk.ʃtʲɪs,,t͡ʃɪ.ɽiː.jɑː,ˈoʒaɡ,aˈdɛrɨ̞n,pakʂi,pakkigaɭ,ˈlind̪,t͡siˈpoʁ,ˈpa.sa.ɾu,ptak,ˈptitsə,,titə,ˈtːsːirkː,ˈmɒdaːr,ˈaw,tʃok,pudʒudu,sʰe̞ː,ŋ̊ɛʔ,quʃ,eːnˠ,zɔɡ,,ˈfuʁəl,,pakʂi,⟨to2ri⟩,,ˈvoːɣəl,fʉɡl,paɾaʋai,ˈlintu,pakki,,ɡuʃ,buroŋ,bɜːd,,paɾaʋai,ˈlind,pk̥sī,fʏkl,sɔɹaɪ,marˈɣa,ˈlind,,pʰæɾænˈde,piʈʈa,tūk,ˈptɑx,kʼvintʃä,næpʼr,ˈftaːk,wa.zo,,puˈli,,,awˈsɛl,ˈlintu,t͡ɕim˧˧,ˈa.wis,*bʲa,oɖa,,hakki,piʈʈə,nok˦,fuːl,asˈfuːr,ˈptítʃ,,qʊ̞ʂ,,ˈlintu,ˈlodːdiː,ʃʊwʊ,kʼintʃi,ʋí,uˈt͡ːʃɛlːo
I,miːná,na:ʋə,jɛs,ʔa.na,na:n,ɲa:n,jas,ɟ͡ʝo,mi,mɛ,ɪχ,ˈi.ne,na:nu,mæn,ˈjɑː(ɡ),nanna,ɪç,pʰom˩˩˦,jew,jaː,ja,kou˨˦,ɐʂ,na,mɛ̃ː,miː,miː,ne:nu,a:n,ˈminɑː,(ʔ)aˈni,ˈew,ja,as,mɛ̃,a:n,ˈmɑʔ,ˈeːn,ˈʒɔ,i:,he:nu,na̠,t͡ɕʊ̀ɴdɔ̀/,mæn,mʲeː,ˈun,ˈɑmiː,eχ,,na:nə,ɰᵝa̠ta̠ɕi,ˈew,ɪk,eːɡ,na:n,ˈmiæ,ja:nu,bɛn,mæn,sajə,aɪ,,o:n,ˈminɑ,k̥ʰñuṃ,jɛɣ,mɔɪ,zə,ˈminæ,,mæn,ne:nu,ān,ˈjɑ,mä,mi,ˈja,ʒə,eː,eˈɣo,saja,ɛk,ˈjew,ˈmie,toj˧˧,ˈe.ɡoː,*ŋa,ae:n,ˈko,na:nu,nanna,kʰɔːj˨˩,jaj,jɪːn,,ɛs,mʲin,ɪk,ˈminæ,ˈmun,,mä,ɐ.ɦɐ́m,ˈi.o
wash,,,ləˈvɑl,,,,,,,rɛtsχvä,,,,ʃustæn,,,ˈvaʃən,laːŋ˦˥,,miːt,mɨtʲ,,,,ˈd̪ʱoː.n̪ɑː,,ˈɡɔlχɪ,,,ˈpie̞zzɨ,,lɐˈvaɾ,mɨt͡ɕ,,d̪ʱuːn̪aː,,ˈmɤsːkːmɑ,ˈmoʃ,rənˈta,,,ɕ͈it̚t͈a̠,sʰé,,nʲɪɟ,,,,,,a̠ɾa̠ɯ̟ᵝ,,ˈʋɑsə(n),,,ˈpezeɑ,,,juˈmɑχ,,wɒʃ,,,ˈpesemɑ,lāṅ,θvɔː,dʱʊa,,ˈpestɑ,,ʃostæn,,,,rtʃχuälä,liʃqʼwdi,,la.ve,,,,,,ˈpesːæ,zɨə˧˩,ˈla.woː,,,maɡ.ˈhu.ɡas,,,,,,,mazɡâːt,,,ˈpestæ,,,ɔtʃχu,,
one,,ʋandə,mɛk,waː.ħid,ondʒu,onnə,,ˈuno,ɯːn,ɛrtʰi,,ˈmó.d͡zi,ranɖi,,ɛt,oɾɾo:ʈ,aɪ̯ns,nɯŋ˨˩,ˈu.nu,ˈjɛdɛn,ɐˈdʲin,it˥,,ondə,,nɛːn,ɨːn,okaʈi,o:dit,ˈikʃ,,ˈũ,ˈjɛ.dɛn,,,okuʈi,ˈytːsː,ˈɛɟː,ˈun,asit,o:nd,ha̠na̠,tɪʔ,bir,iːnˠ,ɲə,æk,eːn,ˈjɛk,ondə,it͡ɕi̥,,eːn,,onnə,ˈyhsi,ondʒi,biɾ̝̊,,satu,wʌn,ˈỹː.nãn,uttə,ˈyks,muay,eitn,ɛk,,ˈyksʲ,,jekʲ,okko:t,ok,oˈdɪn,ärtʰi,ɛʃχu,ˈjɛdɛn,œ̃,,ˈe̞na,sa.tu,,,ˈyksi,mot̚˧˨ʔ,ˈuː.nus,*kt͡ɕik,o:nd,iˈsa,ondu,ondi,nɯŋ˧˧,,,,viɛ̂ns,bɪ̞r,,ˈyksi,ˈokːta,niɡ,är,ɐ́j.kɐ,ˈuno
rub,,,,,,,,,,χäχuni,,,,,,,ˈʀaɪ̯bnˌ,kʰat̚˨˩,freˈka,tr̝̊iːt,tʲɪˈrʲetʲ,,,,rəɡəɽna,,,,,ˈɨːrɨ,,ˌes.fɾe.ˈɡa(ɻ),tʂɛt͡ɕ,,,,ˈhɤːrtmɑ,ˈdørʒøl,fɾəˈɡa,,,pibida̠,pʊʔ,,ˈkɪmʲɪlʲ,fəɾˈkɔj,,ˈʀɑɪvən,,,,,ˈvrɛi̯və(n),,,ˈɤːrtɑː,,,,,ɹʌb,,,ˈhɤːrumɑ,,,ɡʱɔɦa,,ˈhostæ,,mɒːliːˈd̪æn,,,ˈtɛrte,tʃirkʰɔli,liχdʒənɛ,,fʁɔ.te,,triˈvo,,,,ˈhieruo,tʰwaː˧˧,ˈfri.koː,,,,,,,,ˈɔˁːrɔk,,,,,ˈhieroɑ,,,ɔkʰurtʃɔlu,,strofiˈnare
swim,,ni:nɖʒu,lɔˈʁɑl,,maɳa,neentuga,,naˈdaɾ,,tsurvä,,,,,,i:ta,ˈʃvɪmən,waːj˥˩.naːm˦˥,,ˈplavat,ˈplavətʲ,,ˈpɫɒʊ̯ˑkʲtʲɪ,ni:ndə,,,ˈnɔvjɔ,i:du,ni:tʃal,ˈvʊigɨ,,nɐˈðaɾ,ˈpwɨ.vat͡ɕ,,,tukud,ˈoitmɑ,ˈuːsik,nəˈda,beʂoling,ho:gpo,sʰujʌ̹ŋɦa̠da̠,jèkú,,sˠn̪ˠɑːvˠ,nɔˈtɔj,,ˈʃwɑmən,,mi:ɾodu,ɡ,,ˈzʋɛ.mə(n),²sʏmjɑ,neentə,ˈuʝuɑ,mi:ndaɾa,,,,swɪm,,ni:tʃal,ˈujumɑ,hael,ˈsɪnta,,lɑmbəl,ˈujudɑ,,,po:nim,tūk,,ntʃuruä,likʰni,ˈpɫaːvac,na.ʒe,,,,,,ˈuijɑ,ʔɓəːj˧˧,ˈna.toː,,o:gna,,i:dʒo,pohem,,svœmə,,ˈplaːʋati,pɛ̄ldɛ̂ːt,,ˈsvɪm.mə,ˈuidɑ,ˈvuo̯ɟɟah(t),seɮəx,ɔntʃviru,,nwoˈtare
correct,,,t͡ʃiʃt,sˁa.ħiːħ,,,,koˈreɡto,,stsʼɔri,,,,,,,kɔˈʁɛkt,tʰuːk̚˨˩,koˈrekt,ˈspraːvniː,ˈpravʲɪlʲnɨj,,,,sə.ɦiː,,ˈkəu̯ɪr,,,ˈɨigi,,ku.ˈʁɛ.tu,pra.vʲiˈdwɔ.vɨ,ˈvɛrɛn,səɦiː,,ˈɤikɤ,ˈhibaːtlɒn,koˈrɛk.tə,,,o̞ɭtʰa̠,m̥àɴ,,,,,,,,,,,,,ˈɤikɤɑ,,,,bə.na(r),kəˈɹɛkt,,,ˈɤige,,ˈrjɛht,xu.dʱɔ,,ˈoiged,praˈvʲilʲnɨ,doˈɾos(t),,,,tʰinu,mɛgu,,kɔʁɛkt,,so̞ˈsto̞s,tə.pat,,,ˈoikie,ʔɗʊwŋ͡m˧˦,,,,,,,kɛ᷈ː,,,praˈʋíːlən,paɾɛ̄īs,dʏ̞ˈrʏ̞θ,,ˈoikeɑ,,,mtʰini,,korˈrɛtto
