word,sv,yi,sk,lzz,cs,gon,kru,lo,my,id,ur,yea,mn,ml,ar,ga,af,gdb,lb,fo,cy,se,pci,tr,tcy,de,it,zu,vi,he,lt,uk,az,ba,ku,ka,te,fa,sl,th,fy,xmf,gd,kfb,bfq,br,es,hy,bn,el,nl,kxv,gv,be,tg,kfe,kn,da,ug,pl,ko,hi,la,sa,bg,ro,tcx,kff,oc,mjt,sva,sq,ca,km,ms,as,hu,ny,ja,za,fr,ru,pt,bo,en,mk,kfa,tl,xub,ps,nn,lv,mt,fi,is,gl,brh,ta
hunt,ˈjɑːˌɡa,,,äbdʒɔbä,ˈlovɪt,,,,ʔəmɛ́laɪʔ,,,,,,isˁ.tˁaː.da,ˈʃɛlʲɪɟ,,,ˈjo.en,,,,,,,ˈjaːɡən,katˈtʃare,,san˧˧ ʔɓan˧˦,,mʲɛˈdʲʒʲotʲɪ,,,,,nädirɔbä,,,lɔˈʋiːti,,,nädiruä,ˈʃaɫ̪ak,,,,kaˈθaɾ,vɔɾˈsɑl,,,ˈjaːɣə(n),,,palʲaˈvat͡sʲ,,,,ˈjaːɡə,,pɔˈlɔ.vat͡ɕ,sʰa̠ɲja̠ŋɦa̠da̠,,ˈweː.nor,,,,,,,,litʰχwær,,kəˈsa,prpāñ´,,si.kaɹ kɔ.ɹa,ˈvɒdaːsik,,ka̠ɾɯ̟ᵝ,,ʃa.se,ɐˈxotʲɪt͡sə,kɐ.ˈsaɾ,,hʌnt,,,,,,,,,,ˈveiːða,,,
scratch,,,,ɔʁätsʼkʼu,,,,,koʊʔ,,,,,,,,,,,,,,,,,ˈkʀat͡sn̩,,,ɣaːj˦ˀ˥,,,,,,,pʰχätʃʼnä,,xæɾɒːʃiːˈdæn,,kaw˧,,tsχäbäruä,,,,,rasˈkaɾ,kʰɛɾˈtsɛl,,ˈksino,,,,ˈdrapat͡sʲ,,,,,,ˈdra.pat͡ɕ,kɯk̚t͈a̠,,ˈskal.poː,,,,,,,,lipʰχäntʃʼwä,,,ʾeḥ,,ãsʊɹ,ˈvɒkɒr,,çik̚ka̠kɯ̟ᵝ,,ɡʁa.te,t͡sɐˈrapətʲ,ko.ˈsa(ɻ),,skɹætʃ,,,,,,,,,ˈrɑːpi.ɑˣ,,,,
back,rʏɡ,,ˈxr̩baːt,kʼäpʼulä,ˈzaːda,,,laŋ˩˧,t͡ɕɔ́,,,,,,ðˁa.ha.ra,d̪ˠɾˠiːmʲ,rœχ,,ʀek,,,,,,,ˈʁʏkn̩,ˈskjɛna,uḿ̩ɬaːné,lɨŋ˧˧,,ˈn̪ʊɡɐrɐ,,,ɑrˈqɑ,,zurgi,,pʰoʃt̪ʰ,ˈxərbət,laŋ˩˩˦,rɛːx,ɔtʃʼiʃi,kʰuːɫ̪,,,ˈkɛjn,esˈpal.da,mɛt͡ʃʰkʰ,,,rʏx,,d̪riːm,ˈsʲpʲina,puʃt,,,,,ˈplɛ.t͡sɨ,tɯŋ,piːʈʰ,ˈdor.sum,,ɡrɤp,,,,,,tʃʼätʃʼær,ʃpiːn,əsˈkə.nə,k̥ʰnṅ,bəlakaŋ,pi.tʰi,ˈhaːt,mˈsá.na,,,do,spʲɪˈna,ˈkɔs.tas,,bæk,ɡr̩p,,,,,,,,ˈse̞lkæ,paːk,ˈlombo̝,,
hear,,,,ɔʃkʼinu,ˈslɪʃɛt,kendʒ,menna,,t͡ɕá,də.ŋar,,ke:ɭu,,kelkuga,sa.mi.ʕa,klˠɔʃ,,tukud,ˈhei̯ʀen,,ˈkləu̯ɛd,,ven,,keɳaɾa,ˈhøːrən,,,ŋɛ˧˧,ˈʃema,,ˈt͡ʃute,,,ˈbiːstɯn,smɛnä,ʋinu,ʃeniˈdæn,,daːj˥˩.jin˧,ˈjɛ(ː)rə,rtʃkʰilä,,ʋinti,ke:pə,,oˈiɾ,ləˈsɛl,ʃonɑ,aˈkuo,ˈɦoːrə(n),,,,ʃunidan,ke:lə,ke:ɭu,høːrə,,ˈswɨ.ʂɛt͡ɕ,tɯt̚t͈a̠,sʊn.nɑː,ˈau̯.di.oː,,ˈtʃuvəm,,ke:l,ke:dʒa,,me:na,səmæn,,sənˈti,ḹ,dəŋa(r),xu.na,ˈhɒlː,,kʲi̥kɯ̟ᵝ,,ɑ̃.tɑ̃dʁ,ˈslɨʂətʲ,owˈviɾ,,hɪə(ɹ),,ke:ɭə,,kə:ɭ,awraˈwəl,,dzìɾdɛ̂ːt,ˈsɐmɐ,ˈkuːlːɑˣ,ˈheiːra,ɔˈiɾ,bining,ke:ɭə
husband,ˈmɑːˌkɛ,,,kʰɔmɔli,ˈmanʒɛl,,,pʰua˩˨,lɪ̀ɴ,,,,,,zawd͡ʒ,fʲaɾˠ,,,mɑn,ˈmɛaːvʊɹ,ɡuːr,ˈpoɑ̯dːɲiː,,kɔˈd͡ʒɑ,,,maˈri.to,uḿ̩jeːni,t͡ɕəwŋ͡m˨˩,,ˈʋʲiːrɐs,t͡ʃɔlɔˈu̯ʲik,æɾ,irĕ,,kʰmäri,,ʃoʊˈhæɾ,ˈmóːʃ,saː˩˩˦.miː˧,,kʰɔmɔndʒi,,,,ˈɡwaː,maˈɾido,ɑmuˈsin,sami,,mɑn,,,muʂ,,,,mæn,,mɔŋʂ,na̠mpʰjʌ̹n,,maˈriː.tus,,ˈmɤʃ,sots,,,,,tʃʼæʃ,bur,məˈɾit,p̥ṭī,suami,ɡi.ɹi,ˈfeːrʝ,,o̞t̚to̞,po˧,ma.ʁi,muʂ,ma.ˈɾi.du,,ˈhʌzbənd,maʃ,,,,,,vīːɾs,ˈraːdʒɛl,ˈmie̯s,ˈeiːjɪn.maːðʏr,,,
squeeze,,,,ɔzdimu,,,,,ɲ̊ɪʔ,,,,,,,,,,,,,,,,,ˈdʁʏkŋ̩,,,ʔɗɛ˨˩,,,,,,,mɔtʃʼɛrä,,,,biːp̚˨˩,,mɔntʃʼirä,,,,,ekspɾiˈmiɾ,sɛʁˈmɛl,,,ˈklɛmə(n),,,,,,,,,ˈɕt͡ɕi.skat͡ɕ,t͡ɕ͈a̠da̠,,ˈkom.pri.moː,,,,,,,,litʰlɛ,,əsˈpɾe.mə,kiap,,,ˈɲom,,,,pʁɛ.se,ʐːɨˈmatʲ,,,skwiːz,,,,,,,,,,,espɾeˈmeɾ,,
split,deːla,,,ɔrtʰu,,,,,kʰwɛ́,,,,,,qa.sa.ma,,,,,,,,,,,ˈʃpaltn̩,ˈfɛndere,,t͡ɕɛ˧˩,,,,,,,qʼɔpʰä,,,,,,rtʰuälä,,,,,parˈtiɾ,,,,,,,,,,,,,ˈd͡ʑɛ.lʲit͡ɕ,,,ˈskin.doː,,,,,,,,lirdɛ,,pəɾˈti,,,pʰal,ˈhɒʃiːt,,ɰᵝa̠ɾɯ̟ᵝ,,fɑ̃dʁ,rəɕːɪˈplʲætʲ,pɐɾ.ˈtiɾ,,splɪt,,,,,,,,,,ˈkʰlɔpna,,,
bird,foːɡəl,fɔjɡl,ˈftaːk,kʼintʃi,ptaːk,piʈʈə,oɖa,nok˦,ŋ̊ɛʔ,,,paktʃi,ʃʊwʊ,pakʂi,tˁaːʔir,eːnˠ,,titə,ˈfuʁəl,,aˈdɛrɨ̞n,ˈlodːdiː,tūk,,pakki,ˈfoːɡəl,uˈt͡ːʃɛlːo,íɲoːni,t͡ɕim˧˧,t͡siˈpoʁ,ˈpɒʊk.ʃtʲɪs,ˈptɑx,ɡuʃ,qʊ̞ʂ,,tʃitʼi,pakʂi,pʰæɾænˈde,ˈptítʃ,nok̚˦˥,,kʼvintʃä,ian,piʈʈa,,,ˈpaxaɾo,tʰərˈtʃʰun,,puˈli,ˈvoːɣəl,minu,ˈoʒaɡ,,paɾːanˈda,pakkigaɭ,hakki,fuːl,quʃ,ptak,sʰe̞ː,t͡ʃɪ.ɽiː.jɑː,ˈa.wis,ʋí,ˈptitsə,,paɾaʋai,piʈʈe:ku,awˈsɛl,pudʒudu,næpʼr,zɔɡ,ˈaw,pk̥sī,buroŋ,sɔɹaɪ,ˈmɒdaːr,ᵐbáˈɽa.me,⟨to2ri⟩,ɣok˧,wa.zo,ˈptʲit͡sə,ˈpa.sa.ɾu,*bʲa,bɜːd,ˈpti.t͡sa,pakʂi,,pikki,marˈɣa,fʉɡl,,asˈfuːr,,fʏkl,,tʃok,paɾaʋai
neck,,haldz,kr̩k,dʒinikʰi,kr̩k,guɖunga,kʰesir,,lɛ̀bɪ́ɴ,,,bo:ɭe,xut͡su,kaɻutə,,ˈmˠɪnɑːl,,kanɖ,,,ɡʊðv,,tūk,,kekkilə,hals,ˈkɔl.lo,íntaːmo,ko˧˩,,ˈkä̌ːklɐs̪,ˈʃɪjɐ,,mu.ˈjɯ̞n,,kʼisɛri,meɖa,ɡærdæn,ˈʋráːt,kʰɔː˧,,kʼisɛri,,mak,katə,,ˈkweʎo,viz,,,,,,,ɡærdæn,kaɖate:l,kuthige,hals,,ˈʂɨ.ja,mo̞k̚,,ˈkol.lum,ɡɽiː.ʋɑ́ː,ˈʃijə,ɡɨt,maɾ,meɖaka:ja,,asaɾdu,kʼintʃχ,ˈcafə,ˈkɔʎ,k,lehe(r),di.ŋi,ˈɲɒk,ˈkʰo.si,kɯ̟ᵝbʲi,ho˧˩,ku,ˈʂɛjə,pɨʃ.ˈko.su,,nɛk,vrat,bo:ɭe,,kp:ma:ɭi,,hɑls,,,ˈkɑu̯lɑ,hauls,pesˈkoθo̝,lex,kaɭuttə
short,kɔrt,,ˈkraːtki,mkʼulɛ,ˈkraːtkiː,,,,tò,,t͡ʃʰoː.ʈɑː,,pɔɡʲən,,qa.sˁiːr,ɟaːɾˠ,,,,,bɨ̞r,,,,,kʊʁt͡s,ˈkorto,,ŋan˧˦,,,kɔˈrɔtkei̯,ɡɯˈsɑ,qɯ̞θ.ˈqɑ,,mɔkʼlɛ,,kʰuːˈt̪ʰɒːh,ˈkràːtək,san˥˩,,kʼuntʼä,ˈkɤɾʲɪtʲ,,,,ˈkorto,kɑɾt͡ʃ,,,kɔrt,,,kaˈrotkʲi,,,,kɔrt,,ˈkrut.kʲi,t͡ɕ͈a̠ɭt͈a̠,kəm,ˈkur.tus,,ˈkɤs,skurt,,,,,kʼudæ,,ˈkuɾt,k̥ʰlī,,su.ti,ˈrøvid,,mʲiʑika̠i,,kuʁ,kɐˈrotkʲɪj,ˈkuɾ.tu,,ʃɔːt,ˈkratɔk,,,,,,îːs,,ˈlyhyt,ˈstʏhtʏr,,,
green,ɡrøːn,ɡʁin,ˈze̞.ɫe̞.niː,χäntʃʼɛni,ˈzɛlɛniː,patʃtʃad,haɾija:ɾ,,séɪɴ,,,patʃtʃe,,patʃtʃa,ʔax.dˁar,ɡlˠasˠ,,tukud,ɡʀeŋ,,ɡwɨ̞rð,,pay,jeˈʃil,patʃtʃe,ɡʁyːn,ˈver.de,,maw˨˩,jaˈʁok,,zeˈlɛnei̯,jɑˈʃɯɫ,jæˈʃɪ̞l,,mtsʼvänɛ,patʃtʃa,sæbz,zɛˈlɛ́n,kʰia̯w˩˩˦,ɣriə̯n,tsʼvänɛ,ˈuəɲə,niguɾ,patʃtʃe,,ˈberde,kɑˈnɑt͡ʃʰ,,ˈpɾasinos,ɣrun,a:kupatʃtʃa,,zʲaˈlʲonɨ,,patʃtʃə,hasiru,ɡrœn,jeˈʃil,ʑɛˈlɔ.nɨ,no̞ks͈e̞k̚,ɦə.ɾɑː,ˈwi.ri.dis,,zɛˈlɛn,ˈver.de,patʃtʃai,patʃtʃa,ˈbert,ɾanalo,jərʒi,ˈɟɛlbəɾ,ˈvɛɾt,paitṅ,hid͡ʒau̯,xɛu.zia,ˈzøld,,mʲido̞ɾʲi,,vɛʁ,zʲɪˈlʲɵnɨj,ˈveɾ.ðɨ,*ld͡ʑaŋ.kʰu,ɡɹiːn,,patʃtʃe,,passla:ngi,zərˈɣun,,zaʎʃ,ˈɐħdɐr,ˈʋihreæ,kraitn,ˈbeɾðe̝,guanakki,patʃtʃə
long,lɔŋ,,ˈdl̩ɦiː,gundzɛ,ˈdlou̯ɦiː,la:m,diga:h,,ʃè,,,ni:ʈa,,ni:nɖa,tˁa.wiːl,ˈfˠɑd̪ˠə,,tukud,laːŋ,ˈlɛŋkʊɹ,hiːr,,tūk,,uda,laŋ(k),ˈlunɡo,,zaːj˨˩,,,ˈdɔu̯ɦei̯,uˈzun,ʊ̞.ˈðʊ̞n,ˈdɯɾeːʒ,grdzɛli,poɖaʋu,,ˈdɔ́ːwk,jaːw˧,,gindzɛ,fad̪̊ə,poɖa:m,utta,,ˈlarɡo,jɛɾˈkɑɾ,,,lɑŋ,,,ˈdou̯ɣʲi,,ni:tam,udda,lanɡ,,ˈdwu.ɡʲi,ˈkiːɭda̠,,ˈlon.ɡus,,ˈdɤlək,luŋɡ,neɾti,poɖaʋuʈa:du,,digaɖo,dʒwɛdi,,ʎuˈɲa,vaeṅ,,,ˈhosːuː,,na̠ɡa̠i,,lɔ̃,ˈdlʲinːɨj,ˈlõ.ɡu,,ˈlɒŋ,,uddə,,uddu,uʐd̪,,,twiːl,,ˈlaŋkʏr,,muɾgun,nīṇṭa
wash,,,,ɔtʃχu,miːt,,,,sʰé,,d̪ʱuːn̪aː,,,,,nʲɪɟ,,,,,ˈɡɔlχɪ,,,,,ˈvaʃən,,,zɨə˧˩,,,,juˈmɑχ,,,rɛtsχvä,,ʃostæn,,laːŋ˦˥,,rtʃχuälä,,,,,,ləˈvɑl,,,ˈʋɑsə(n),,,,ʃustæn,,,,,mɨt͡ɕ,ɕ͈it̚t͈a̠,ˈd̪ʱoː.n̪ɑː,ˈla.woː,,,,,,,,liʃqʼwdi,,rənˈta,lāṅ,,dʱʊa,ˈmoʃ,,a̠ɾa̠ɯ̟ᵝ,,la.ve,mɨtʲ,lɐˈvaɾ,,wɒʃ,,,maɡ.ˈhu.ɡas,,,,mazɡâːt,,ˈpestæ(ʔ),θvɔː,,,
come,ˈkɔmːa,ˈkʊmən,,mɔlvä,ˈpr̝̊ɪxaːzɛt,ʋa,baɾna,maː˦˥,là,da.taŋ,an̪a,ba:,irəx,ʋaɾuga,d͡ʒaː.ʔa,t̪ˠaɾˠ,kɔm,ʋa,,,doːd,,ver,ɡælˈméc,baɾaɾa,ˈkɔmən,veˈnire,za,laːj˧˨ʔ,,ɐˈtʲɛjːtʲɪ,,,,ˈhɑːtɯn,mɔsvlä,ʋatʃtʃu,ɒːmæˈd̪æn,ˈprìːti,maː˧,,mɔulä,hikʲ,ʋa,pappa,,beˈniɾ,ɡɑl,,ˈeɾxome,ˈkoːmə(n),,,,ɔːmædæn,bʰulo:gam,baru,kɔmə,,pʂɨˈxɔ.d͡ʑit͡ɕ,o̞da̠,ɑːn̪ɑː,ˈwe.ni.oː,,,veˈni,pa:ɾti,ʋa,,baɾəa:,liqʰɛd,,vəˈni,mk,dataŋ,aʱ,ˈjøn,,kɯ̟ᵝɾɯ̟ᵝ,tau˥,və.niʁ,prʲɪxɐˈdʲitʲ,ˈviɾ,*joŋ,kʌm,,ba:,pu.mun.ˈta,ba:ɾ,rɑˈt̪ləl,,nāːkt,,ˈtulːɑˣ,ˈkʰɔːma,,banning,ʋa:
hold,,,ˈdr̩ʒac,ɔkʰätʃu,dr̩ʒɛt,,,tʰɯː˩˨,kàɪɴ,,,,,,,ˈkɪn̠ʲə,ɦœu,,ˈhaːlen,,dal,,,,,ˈhaltn̩,teˈne.re,,zɨ˦ˀ˥,,tʊˈɾʲeːtʲɪ,,tutˈmɑχ,,,dätʃʼɛrä,,,,tʰɯː˩˩˦,hɔːdə,däkʼinɛbä,kʰuːm,,,,aɡwanˈtaɾ,bərˈnɛl,,,ˈɦɑu̯də(n),,,trɨˈmat͡sʲ,,,,,,ˈtʂɨ.mat͡ɕ,tɯɭda̠,pə.kəɽ.nɑː,ˈte.ne.oː,,,ˈt͡si.ne,,,,,lirmi,mbaj,ə.ɡwənˈta,kān´,,,ˈtɒrt,,,,tə.niʁ,dʲɪrˈʐatʲ,ˌse.ɡu.ˈɾa(ɹ),,həʊld,,,,,,,tuɾɛ̂ːt,,ˈpitæːˣ,ˈhalta,,,
fish,fɪsk,fɪʃ,ˈriba,tʃχɔmi,ˈrɪba,mi:n,indʒo,pa᷅ː,ŋá,,,mi:nə,t͡saɢəs,mi:n,ˈsamaka,iəsˠk,fəs,mi:n,feʃ,ˈfɪskʊɹ,pəsˈɡɔdɨ̯n,ˈkuo̯lliː,key,bɑ.ˈɫɯk,mi:nə,fɪʃ,ˈpeʃːe,ínɬaːnzi,kaː˧˦,daɡ,,ˈrɪbɐ,,bɑˈɫɯ̞q,ˈmɑːsiː,tʰɛvzi,tʃe:pa,mɒːhiː,ˈrìːba,plaː˧,fɪsk,tʃχɔmi,,guɖɖi,mi:nə,,ˈpeθ,d͡zuk,mɑtʃʰ,ˈp͡sari,vɪs,,jiːst,ˈrɨba,mɔːhiː,mi:nə,mi:nə,fesk,,ˈrɨ.ba,muɭk͈o̞ɡi,mət͡ʃʰ.liː,ˈpis.kis,mɐ́t̪.s̪jɐ,ˈribə,ˈpeʃte,mi:n,ki:ke,,mi:ndu,tsuz,pɛʃk,ˈpeʃ,t̥rī,ikan,mas,ˈhɒl,ˈⁿsó.ᵐba,uwo,pʲa˨˦,pwa.sɔ̃,ˈrɨbə,ˈpɐjʃɨ,*ȵa,ˈfɪʃ,,mi:nə,,mi:nu,kab,,ziws,,ˈkɑlɑ,ˈfɪskʏr,ˈpejʃe̝,matʃtʃi:,mi:nə
think,,,ˈmisli̯ɛc,ɔsimädu,ˈpr̝̊ɛmiːʃlɛt,,,,twé,pi.kir,sotʃn̪aː,,,,,capˠ,dəŋk,,,,ˈmɛðʊl,ˈjurːttaʃih(t),,,,ˈdɛŋkən,,,ŋi˦ˀ˥,ħaˈʃav,,ˈdumɐte,dyʃynˈmæk,,ˈfɯkɯɾiːn,pʰikʰri,,ˌfekɾ kʲæɾˈd̪æn,ˈmiːsliti,kʰit̚˦˥,,gurtʃämä,,,,,penˈsaɾ,mətɑˈt͡sɛl,,ˈsceftome,ˈdɛŋkə(n),,,,,,,,,ˈmɨɕ.lɛt͡ɕ,sʰe̞ŋɡa̠kʰa̠da̠,sotʃn̪aː,ˈkoː.ɡi.toː,,,ɡɨnˈdi,,,,,liskʼɔrɛ,mɛnˈdɔj,pənˈsa,yl´,fike(r),bʱɔ.ba,ˈɡondolkodik,ɡaˈni.za,kamukapu,,pɑ̃.se,ˈdumətʲ,pẽˈsaɾ,,θɪŋk,,,,,,,,ˈħaːsɛp,ˈɑjɑtelːɑˣ,ˈhʏxsa,,,
mountain,bɛrj,,ˈɦɔra,gɔlä,ˈɦora,meʈʈa,paɾta,pʰu᷄ː,tàʊɴ,,pəhɑːɽ,kundə,ʊːɮ,mala,d͡ʒa.bal,ʃlʲiəvˠ,,kappe,biə̯χ,fjatl,ˈmənɨ̞ð,ˈvaːrriː,tūk,dɑː,da:ɾi,bɛrk,monˈtaɲɲa,íntaːɓa,nuj˧˦,haʁ,ˈka͡l.nɐs,ɦɔˈrɑ,,tɑw,ˈt͡ʃiːjɑː,mtʰä,konɖa,kuːh,ɡɔ̀ːra,pʰuː˧,bɛrx,gɔlä,,danɖime:ʈ,male,,monˈtaɲa,lɛr,pɔrbɔt,ˈo̞ro̞s,bɛrx,,slʲuː,,,ʋe:ʈume,beʈʈa,bjɛrv,tɑʁ,ˈɡu.ra,sʰa̠n,pə.ɦɑːɽ,mons,pɐ́ɽ.ʋɐ.t̪ɐ,pləniˈna,ˈmuntɛ,tiʈʈə,gubal,,be:ɖo paha:ɖi,läχw,mal,,b̥ʰnṃ,ɡunoŋ,,ˈhɛɟ,ˈpʰi.ɽi,ja̠ma̠,pʲa˨˦,mɔ̃.taɲ,ɡɐˈra,mõ.ˈtɐ.ɲɐ,*ri,ˈmaʊntɪn,,kundə,,bəʈʈə,ɣar,fjɛlː,kâlns,,ˈʋuo̯ri,fjatl,monˈtaɲa̝,maʃ,malai
burn,,,,ɔtʃʼu,ˈɦor̝ɛt,niɾus,olna,,làʊɴ,,dʒəlna,tʃu:ɖə,,katikkuga,ħa.ra.qa,d̪ˠoːɟ,,tukud,,,ˈɬɔsɡɪ,,tūk,,pottaʋaɾa,ˈbʀɛnən,,,t͡ɕaj˧˦,,,,,,,tsʼvä,ka:lu,suːxˈtæn,,maj˥˩,,tʃʼuälä,ɫ̪ɔʃɡ̊ʲ,gonɖka,kitʃi:kdə,,aɾˈdeɾ,ajɾˈvɛl,,,ˈbrɑndə(n),,,ɣaˈret͡sʲ,,ka:to,suɖu,,,ˈpa.lʲit͡ɕ ɕɛ,,d͡ʒəl.nɑː,ˈaːr.de.oː,,,,ti:kku ka:ttiti,maɳɖu,,me:da,liʃχi,,,ṭut,,zɔ.la,ˈeːɡ,,moju,,bʁy.le,ɡɐˈrʲetʲ,ɐɾˈdeɾ,,bɝn,ˈɡɔɾi,tʃu:ɖə,,bja:ɭ,,,dekt,,ˈpɑlɑː,ˈprɛnːa,,xa:xaɾ tinning,eɾi
all,ˈalˌa,ˈalə,ˈfʃɛtɔk,iri,ˈfʃɪxɲɪ,bottig,majin,,ʔálóʊɴ,sə.mu.a,,nanga:ɭə,,ella,kull,ˈɪlʲə,,tukud,,ˈat.lʊɹ,ɪˈɡɨːd,,tūk,byˈtyn,ma:ta,al,ˈtutto,,,kol,ˈvʲɪ.sɐs,,,ˈbʏ̞.tæ,,qʼvɛlä,anta,hæˈme,ˈʋə́s,,,ärdzä,,ma:k,ella,,ˈtodos,bɔˈlɔɾ,,,ɑl,hara,,,,ella:m,ella,alə,,ˈfʂɨ.stɛk,ˈmo̞ːdɯn,səb,,s̪ɐ́ɽ.ʋɐ,,tot,oʋʋoɖimo,anta:,tut,go:ʈahi:,mæg,ɡjiθ(ə),ˈtot,,səmuə,xɔ.kɔ.lʊ,ˈmindɛn,,sɨᵝbe̞te̞,,tus,vʲesʲ,ˈto.ðu,,ɔːl,ˈsitɛ,ella,,o:ʈəja,,,,,,,,kull,ella:m
round,,,,mɔrgväli,ˈkulatiː,guɳɖɾal,guʈiɳɖa,,wáɪɴ,,,uɾuʈu,,vaṭṭa,,kɾˠiːnʲ,,tukud,,,krʊn,,tūk,,uɾuʈə,ʀʊnt,roˈtondo,,swɛ˧˧,,,,,tʏ.ŋæˈræk,,mrgväli,guɳɖɾani,,otˈkròːɡəw,,,rgväli,kʰruɪɲ,bubbaɾi,,,reˈdondo,,,,rɔnt,,,ˈkruɣɫɨ,,ʋaʈam,baṭṭa,,,ɔˈkrɔŋ.ɡwɨ,tuŋɡɯɭda̠,,roˈtun.dus,,,roˈtund,uʈʈi,guɳɖɾa:n,,guɖme,kʼurpʼi,,roˈdo,,,,ˈkɛrɛk,,,,ʁɔ̃,ˈkruɡlɨj,ʁɨ.ˈdõ.du,,ˈɹaʊnd,,uɾuʈa,,bəjnsakɾangu:də,ɡərd,,,,,,reˈðondo̝,go:l peɾi,ʋaʈʈam
liver,,,ˈpɛtʃɛɲ,dʒigɛri,ˈjaːtra,taɾki,umbalkʰo,tap˦˥,ʔəθɛ́,ha.ti,,tombe,iɮəɡ,īral,kab.ba.da,eː,,taɖing,ˈliəvɐ,ˈliːvʊɹ,ˈavɨ̞,,taruṅg,kaɾadʒiːeɾ,mannə,ˈleːbɐ,ˈfeɡato,ísiɓîːndi,ɣaːn˧˧,,,,,bɑˈwɯ̞r,,ʁvidzli,ka:lejamu,dʒeɡæɾ,ˈjèːtra,tap̚˨˩,,tʃχɔntʃχi,,kaleja,,ˈɑːvy,ˈiɡado,ljɑɾtʰ,,,ˈleːvər,,eːn,ˈpʲet͡ʂanʲ,dʒiɡær,i:ru,hīri,leːvər,,vɔnˈtrɔ.ba,ka̠nd͡ʑa̠ŋ,,ˈje.kur,jɐ́.kr̩t̪,ˈtʃɛrɛn drɔp,,kuɖa:l,ka:dʒam,,tʃedɾo,qʼwiʒɛ,,ˈfe.d͡ʒə,t̥ʰloem,hati,,ˈmaːj,t͡ʃíˈw⁽ᵝ⁾i.ⁿdi,kã̠nd͡zo̞ː,tap˥,fwa,ˈpʲet͡ɕɪnʲ,ˈfi.ɡɐ.du,,lɪvə(ɹ),ˈd͡ʒiɡɛr,tombe,,tədlə,,ˈleːʋɛr,aknas,,ˈmɑksɑ,ˈlɪːvʏr,,dʒagaɾ,i:ɾaɭ
here,hæːr,,,äkʰ,ˈtoto,,,,,,,,,,hu.naː,,,,hai̯,,,,,,,hiːɐ,kwa,,,kan,tʃʲɛ,,burɑˈdɑ,,,äkʰ,,iːnˈdʒɒː,ˈtúːkaj,tʰiː˥˩.niː˥˩,,tʰäkʰ,,,,,aˈki,ɑjsˈtɛʁ,,,ɦir,,,,,,,,,tu,jʌ̹ɡi,,hik,ɐ́t̪.ɽɐ,ˈtuk,aˈit͡ʃʲ,,,,,ämɛtʃu,,əˈki,neḥ,sini,iat,ˈitː,,⟨ko2ko2⟩,,i.si,zʲdʲesʲ,ɐˈki,,hɪə(ɹ),ˈtuka,,,,ˈd̪əlt̪a,,,aʊ̯n,ˈtæsːæ,çɛːr,,,
fall,falːa,,,gɛntʰχinu,ˈpadat,,,,t͡ɕa̰,,ɡɪrˈna,,ʊnəx,,wa.qa.ʕa,tʲɪtʲ,fal,,,fatl,ˈsərθjɔ,,,,,ˈfaln̩,kaˈdere,,ŋaː˦ˀ˥,,,ˈpadatɪ,dyʃˈmæk,,ˈkɛtɯn,dätsɛmä,,oftʰɒːˈdæn,ˈpaːsti,tok̚˨˩,,dɔntʰχäpʰä,t̪uʰtʲ,,,,kaˈeɾ,əŋkˈnɛl,ˈpɔɽa,,ˈvɑlə(n),,,,,,,,,ˈspa.dat͡ɕ,nʌ̹mʌ̹d͡ʑida̠,ɡɪɾ.nɑː,ˈka.doː,pɐ́.t̪ɐ.t̪i,ˈpad̪əm,kəˈde̯a,,,,,liwɛχ,ˈbiɛ,ˈkaw.ɾə,d̥ʰlāk´,,pɔ.ɹa,ˈɛʃik,,ot͡su,,tɔ̃.be,ˈpadətʲ,kɐˈiɾ,,fɔːl,,,,,,,,,ˈkɑːtuɑˣ,ˈfatla,,,
ash,,,ˈpɔpɔɫ,nɔmtʃkʰä,ˈpopɛl,ni:ɾ,tʃind,,pjà,abu,rakʰ,bu:di,uns,tʃa:mbal,ra.maːd,l̪ˠuə,,niɖ,æʃ,ˈœska,ˈɬɨ̞dʊ,,nīd,ˈcʏl,tʃu:nja,ˈaʃə,,uḿ̩loːtʰa,t͡ɕɔ˧˧,,,ˈpɔpʲil,,ˈkʏ̞l,ˈxwɛliː,pʰɛrpʰli,bu:ɖida,xɒːkʲesˈt̪ʰæɾ,pɛˈpéːw,tʰaw˥˩,ˈjɪskə,nätʃʼvi,,buggi,kolabu:di,ˈlyːdy,θeˈniθa,moˈχiɾ,,,ɑs,,,ˈpopʲeɫ,,po:du atukə,bu:di,,,ˈpɔ.pʲuw,t͡ɕe̞,rakʰ,ˈki.nis,,ˈpɛpɛl,,pu:di,bu:ɖida,,bʰumi,kʰæm,,,kṃñm,abu,saɪ,ˈhɒmu,t͡ʃiˈpa.ɽa,,,sɑ̃dʁ,ˈpʲepʲɪl,,*ɡo.tʰal,ˈæʃ,,bu:di,,pi:di,,,,,ˈtuxkɑ,ˈaska,,his,sa:mbal
